"","Ind","house","age","sex","income"
"2483","ind3232","814","75-79","m","$40,000 to $44,999"
"2484","ind3233","856","75-79","m","$50,000 to $59,999"
"2485","ind3234","865","75-79","m","$50,000 to $59,999"
"2486","ind3235","875","75-79","m","$50,000 to $59,999"
"2487","ind3236","2030","75-79","m","$10,000 to $14,999"
"2488","ind3237","1006","75-79","m","Less than $10,000"
"2489","ind3238","738","75-79","m","$30,000 to $34,999"
"2490","ind3239","803","75-79","m","$35,000 to $39,999"
"2491","ind324","199","75-79","m","$10,000 to $14,999"
"2492","ind3240","1067","75-79","m","$10,000 to $14,999"
"2493","ind3241","2030","75-79","m","$10,000 to $14,999"
"2494","ind3242","779","75-79","m","$30,000 to $34,999"
"2495","ind3243","1010","75-79","m","Less than $10,000"
"2496","ind3244","217","75-79","m","$15,000 to $19,999"
"2497","ind3245","147","75-79","m","$10,000 to $14,999"
"2498","ind3246","965","75-79","m","$60,000 to $74,999"
"2499","ind3247","114","75-79","m","$10,000 to $14,999"
"2500","ind3248","93","75-79","m","$50,000 to $59,999"
"2501","ind3249","2030","75-79","m","$10,000 to $14,999"
"2502","ind325","129","75-79","m","$10,000 to $14,999"
"2503","ind3250","2030","75-79","m","$10,000 to $14,999"
"2504","ind3251","2030","75-79","m","$10,000 to $14,999"
"2505","ind3252","244","75-79","m","$15,000 to $19,999"
"2506","ind3253","1040","75-79","m","Less than $10,000"
"2507","ind3254","178","75-79","m","$10,000 to $14,999"
"2508","ind3255","975","75-79","m","$75,000 to $99,999"
"2509","ind3256","204","75-79","m","$10,000 to $14,999"
"2510","ind3257","789","75-79","m","$35,000 to $39,999"
"2511","ind3258","1054","75-79","m","$10,000 to $14,999"
"2512","ind3259","912","75-79","m","$50,000 to $59,999"
"2513","ind326","189","75-79","m","$10,000 to $14,999"
"2514","ind3260","194","75-79","m","$10,000 to $14,999"
"2515","ind3261","862","75-79","m","$50,000 to $59,999"
"2516","ind3262","1068","75-79","m","$10,000 to $14,999"
"2517","ind3263","168","75-79","m","$10,000 to $14,999"
"2518","ind3264","2030","75-79","m","$10,000 to $14,999"
"2519","ind3265","991","75-79","m","$100,000 to $124,999"
"2520","ind3266","953","75-79","m","$60,000 to $74,999"
"2521","ind3267","1022","75-79","m","Less than $10,000"
"2522","ind3268","2030","75-79","m","$10,000 to $14,999"
"2523","ind3269","963","75-79","m","$60,000 to $74,999"
"2524","ind327","170","75-79","m","$10,000 to $14,999"
"2525","ind3270","2030","75-79","m","$10,000 to $14,999"
"2526","ind3271","790","75-79","m","$35,000 to $39,999"
"2527","ind3272","828","75-79","m","$45,000 to $49,999"
"2528","ind3273","749","75-79","m","$30,000 to $34,999"
"2529","ind3274","122","75-79","m","$10,000 to $14,999"
"2530","ind3275","157","75-79","m","$10,000 to $14,999"
"2531","ind3276","174","75-79","m","$10,000 to $14,999"
"2532","ind3277","951","75-79","m","$60,000 to $74,999"
"2533","ind3278","776","75-79","m","$30,000 to $34,999"
"2534","ind3279","136","75-79","m","$10,000 to $14,999"
"2535","ind328","1004","75-79","m","Less than $10,000"
"2536","ind3280","935","75-79","m","$60,000 to $74,999"
"2537","ind3281","954","75-79","m","$60,000 to $74,999"
"2538","ind3282","115","75-79","m","$10,000 to $14,999"
"2539","ind3283","872","75-79","m","$50,000 to $59,999"
"2540","ind3284","222","75-79","m","$15,000 to $19,999"
"2541","ind3285","2030","75-79","m","$10,000 to $14,999"
"2542","ind3286","807","75-79","m","$40,000 to $44,999"
"2543","ind3287","910","75-79","m","$50,000 to $59,999"
"2544","ind3288","2030","75-79","m","$10,000 to $14,999"
"2545","ind3289","855","75-79","m","$50,000 to $59,999"
"2546","ind329","812","75-79","m","$40,000 to $44,999"
"2547","ind3290","827","75-79","m","$45,000 to $49,999"
"2548","ind3291","841","75-79","m","$45,000 to $49,999"
"2549","ind3292","756","75-79","m","$30,000 to $34,999"
"2550","ind3293","257","75-79","m","$15,000 to $19,999"
"2551","ind3294","829","75-79","m","$45,000 to $49,999"
"2552","ind3295","878","75-79","m","$50,000 to $59,999"
"2553","ind3296","96","75-79","m","$60,000 to $74,999"
"2554","ind3297","759","75-79","m","$30,000 to $34,999"
"2555","ind3298","2030","75-79","m","$10,000 to $14,999"
"2556","ind3299","132","75-79","m","$10,000 to $14,999"
"2557","ind33","2030","75-79","m","$10,000 to $14,999"
"2558","ind330","2030","75-79","m","$10,000 to $14,999"
"2559","ind3300","737","75-79","m","$30,000 to $34,999"
"2560","ind3301","179","75-79","m","$10,000 to $14,999"
"2561","ind3302","2030","75-79","m","$10,000 to $14,999"
"2562","ind3303","817","75-79","m","$40,000 to $44,999"
"2563","ind3304","1044","75-79","m","Less than $10,000"
"2564","ind3305","2030","75-79","m","$10,000 to $14,999"
"2565","ind3306","983","75-79","m","$100,000 to $124,999"
"2566","ind3307","95","75-79","m","$60,000 to $74,999"
"2567","ind3308","1035","75-79","m","Less than $10,000"
"2568","ind3309","2030","75-79","m","$10,000 to $14,999"
"2569","ind331","1007","75-79","m","Less than $10,000"
"2570","ind3310","116","75-79","m","$10,000 to $14,999"
"2571","ind3311","256","75-79","m","$15,000 to $19,999"
"2572","ind3312","180","75-79","m","$10,000 to $14,999"
"2573","ind3313","808","75-79","m","$40,000 to $44,999"
"2574","ind3314","820","75-79","m","$45,000 to $49,999"
"2575","ind3315","88","80-84","m","$50,000 to $59,999"
"2576","ind3316","771","80-84","m","$30,000 to $34,999"
"2577","ind3317","886","80-84","m","$50,000 to $59,999"
"2578","ind3318","739","80-84","m","$30,000 to $34,999"
"2579","ind3319","823","80-84","m","$45,000 to $49,999"
"2580","ind332","219","80-84","m","$15,000 to $19,999"
"2581","ind3320","200","80-84","m","$10,000 to $14,999"
"2582","ind3321","2030","80-84","m","$10,000 to $14,999"
"2583","ind3322","239","80-84","m","$15,000 to $19,999"
"2584","ind3323","894","80-84","m","$50,000 to $59,999"
"2585","ind3324","153","80-84","m","$10,000 to $14,999"
"2586","ind3325","876","80-84","m","$50,000 to $59,999"
"2587","ind3326","2030","80-84","m","$10,000 to $14,999"
"2588","ind3327","1043","80-84","m","Less than $10,000"
"2589","ind3328","1019","80-84","m","Less than $10,000"
"2590","ind3329","2030","80-84","m","$10,000 to $14,999"
"2591","ind333","937","80-84","m","$60,000 to $74,999"
"2592","ind3330","844","80-84","m","$45,000 to $49,999"
"2593","ind3331","196","80-84","m","$10,000 to $14,999"
"2594","ind3332","221","80-84","m","$15,000 to $19,999"
"2595","ind3333","813","80-84","m","$40,000 to $44,999"
"2596","ind3334","1045","80-84","m","Less than $10,000"
"2597","ind3335","127","80-84","m","$10,000 to $14,999"
"2598","ind3336","819","80-84","m","$45,000 to $49,999"
"2599","ind3337","201","80-84","m","$10,000 to $14,999"
"2600","ind3338","177","80-84","m","$10,000 to $14,999"
"2601","ind3339","943","80-84","m","$60,000 to $74,999"
"2602","ind334","2030","80-84","m","$10,000 to $14,999"
"2603","ind3340","1037","80-84","m","Less than $10,000"
"2604","ind3341","763","80-84","m","$30,000 to $34,999"
"2605","ind3342","161","80-84","m","$10,000 to $14,999"
"2606","ind3343","2030","80-84","m","$10,000 to $14,999"
"2607","ind3344","761","80-84","m","$30,000 to $34,999"
"2608","ind3345","2030","80-84","m","$10,000 to $14,999"
"2609","ind3346","166","80-84","m","$10,000 to $14,999"
"2610","ind3347","969","80-84","m","$60,000 to $74,999"
"2611","ind3348","227","80-84","m","$15,000 to $19,999"
"2612","ind3349","87","80-84","m","$50,000 to $59,999"
"2613","ind335","914","80-84","m","$50,000 to $59,999"
"2614","ind3350","1020","80-84","m","Less than $10,000"
"2615","ind3351","981","80-84","m","$100,000 to $124,999"
"2616","ind3352","1032","80-84","m","Less than $10,000"
"2617","ind3353","1001","80-84","m","Less than $10,000"
"2618","ind3354","836","80-84","m","$45,000 to $49,999"
"2619","ind3355","203","80-84","m","$10,000 to $14,999"
"2620","ind3356","893","80-84","m","$50,000 to $59,999"
"2621","ind3357","182","80-84","m","$10,000 to $14,999"
"2622","ind3358","822","80-84","m","$45,000 to $49,999"
"2623","ind3359","941","80-84","m","$60,000 to $74,999"
"2624","ind336","91","80-84","m","$50,000 to $59,999"
"2625","ind3360","782","80-84","m","$35,000 to $39,999"
"2626","ind3361","745","80-84","m","$30,000 to $34,999"
"2627","ind3362","89","80-84","m","$50,000 to $59,999"
"2628","ind3363","933","80-84","m","$60,000 to $74,999"
"2629","ind3364","867","80-84","m","$50,000 to $59,999"
"2630","ind3365","2030","80-84","m","$10,000 to $14,999"
"2631","ind3366","804","80-84","m","$35,000 to $39,999"
"2632","ind3367","997","80-84","m","$100,000 to $124,999"
"2633","ind3368","2030","85-NA","m","$10,000 to $14,999"
"2634","ind3369","2030","85-NA","m","$10,000 to $14,999"
"2635","ind337","957","85-NA","m","$60,000 to $74,999"
"2636","ind3370","792","85-NA","m","$35,000 to $39,999"
"2637","ind3371","998","85-NA","m","$100,000 to $124,999"
"2638","ind3372","119","85-NA","m","$10,000 to $14,999"
"2639","ind3373","98","85-NA","m","$100,000 to $124,999"
"2640","ind3374","842","85-NA","m","$45,000 to $49,999"
"2641","ind3375","1807","0-4","f","$60,000 to $74,999"
"2642","ind3376","2018","0-4","f","$60,000 to $74,999"
"2643","ind3377","1796","0-4","f","$50,000 to $59,999"
"2644","ind3378","1995","0-4","f","$75,000 to $99,999"
"2645","ind3379","1834","0-4","f","$60,000 to $74,999"
"2646","ind338","1907","0-4","f","$60,000 to $74,999"
"2647","ind3380","1831","0-4","f","$50,000 to $59,999"
"2648","ind3381","1797","0-4","f","$50,000 to $59,999"
"2649","ind3382","1660","0-4","f","$40,000 to $44,999"
"2650","ind3383","1751","0-4","f","$50,000 to $59,999"
"2651","ind3384","1869","0-4","f","$60,000 to $74,999"
"2652","ind3385","1905","0-4","f","$60,000 to $74,999"
"2653","ind3386","1817","0-4","f","$50,000 to $59,999"
"2654","ind3387","1742","0-4","f","$45,000 to $49,999"
"2655","ind3388","1815","0-4","f","$50,000 to $59,999"
"2656","ind3389","1886","0-4","f","$60,000 to $74,999"
"2657","ind339","1565","0-4","f","$35,000 to $39,999"
"2658","ind3390","1936","0-4","f","$60,000 to $74,999"
"2659","ind3391","1567","0-4","f","$35,000 to $39,999"
"2660","ind3392","1764","0-4","f","$50,000 to $59,999"
"2661","ind3393","1900","0-4","f","$60,000 to $74,999"
"2662","ind3394","1859","0-4","f","$50,000 to $59,999"
"2663","ind3395","1874","0-4","f","$10,000 to $14,999"
"2664","ind3396","2014","0-4","f","$75,000 to $99,999"
"2665","ind3397","1929","0-4","f","$60,000 to $74,999"
"2666","ind3398","1984","0-4","f","$10,000 to $14,999"
"2667","ind3399","2016","0-4","f","$100,000 to $124,999"
"2668","ind34","2010","0-4","f","$75,000 to $99,999"
"2669","ind340","1891","0-4","f","$60,000 to $74,999"
"2670","ind3400","1979","0-4","f","$75,000 to $99,999"
"2671","ind3401","2028","0-4","f","$60,000 to $74,999"
"2672","ind3402","1902","0-4","f","$60,000 to $74,999"
"2673","ind3403","1879","0-4","f","$60,000 to $74,999"
"2674","ind3404","1596","0-4","f","$35,000 to $39,999"
"2675","ind3405","1713","0-4","f","$45,000 to $49,999"
"2676","ind3406","1915","0-4","f","$60,000 to $74,999"
"2677","ind3407","1938","0-4","f","$60,000 to $74,999"
"2678","ind3408","1460","0-4","f","$25,000 to $29,999"
"2679","ind3409","1971","0-4","f","$60,000 to $74,999"
"2680","ind341","1775","0-4","f","$50,000 to $59,999"
"2681","ind3410","1780","0-4","f","$50,000 to $59,999"
"2682","ind3411","1984","0-4","f","$10,000 to $14,999"
"2683","ind3412","1793","0-4","f","$50,000 to $59,999"
"2684","ind3413","1642","0-4","f","$40,000 to $44,999"
"2685","ind3414","1570","0-4","f","$35,000 to $39,999"
"2686","ind3415","2029","0-4","f","$100,000 to $124,999"
"2687","ind3416","1958","0-4","f","$60,000 to $74,999"
"2688","ind3417","2023","0-4","f","$100,000 to $124,999"
"2689","ind3418","1865","0-4","f","$50,000 to $59,999"
"2690","ind3419","1835","0-4","f","$60,000 to $74,999"
"2691","ind342","1993","0-4","f","$75,000 to $99,999"
"2692","ind3420","1750","0-4","f","$50,000 to $59,999"
"2693","ind3421","1697","0-4","f","$45,000 to $49,999"
"2694","ind3422","1992","0-4","f","$60,000 to $74,999"
"2695","ind3423","1691","0-4","f","$45,000 to $49,999"
"2696","ind3424","1651","0-4","f","$40,000 to $44,999"
"2697","ind3425","1870","0-4","f","$60,000 to $74,999"
"2698","ind3426","1839","0-4","f","$60,000 to $74,999"
"2699","ind3427","1709","0-4","f","$45,000 to $49,999"
"2700","ind3428","1774","0-4","f","$50,000 to $59,999"
"2701","ind3429","1744","0-4","f","$45,000 to $49,999"
"2702","ind343","1659","0-4","f","$50,000 to $59,999"
"2703","ind3430","1723","0-4","f","$45,000 to $49,999"
"2704","ind3431","1974","0-4","f","$10,000 to $14,999"
"2705","ind3432","1965","0-4","f","$60,000 to $74,999"
"2706","ind3433","1624","0-4","f","$40,000 to $44,999"
"2707","ind3434","1943","0-4","f","$60,000 to $74,999"
"2708","ind3435","1844","0-4","f","$50,000 to $59,999"
"2709","ind3436","2005","0-4","f","$60,000 to $74,999"
"2710","ind3437","1975","0-4","f","$60,000 to $74,999"
"2711","ind3438","1960","0-4","f","$60,000 to $74,999"
"2712","ind3439","1804","0-4","f","$50,000 to $59,999"
"2713","ind344","1710","0-4","f","$45,000 to $49,999"
"2714","ind3440","1985","0-4","f","$75,000 to $99,999"
"2715","ind3441","1881","0-4","f","$60,000 to $74,999"
"2716","ind3442","1849","0-4","f","$50,000 to $59,999"
"2717","ind3443","2010","0-4","f","$75,000 to $99,999"
"2718","ind3444","1951","0-4","f","$60,000 to $74,999"
"2719","ind3445","1916","0-4","f","$60,000 to $74,999"
"2720","ind3446","1553","0-4","f","$30,000 to $34,999"
"2721","ind3447","1599","0-4","f","$35,000 to $39,999"
"2722","ind3448","1832","0-4","f","$50,000 to $59,999"
"2723","ind3449","1954","0-4","f","$60,000 to $74,999"
"2724","ind345","1933","0-4","f","$60,000 to $74,999"
"2725","ind3450","1767","0-4","f","$50,000 to $59,999"
"2726","ind3451","1862","0-4","f","$50,000 to $59,999"
"2727","ind3452","2010","0-4","f","$75,000 to $99,999"
"2728","ind3453","1867","0-4","f","$60,000 to $74,999"
"2729","ind3454","1956","0-4","f","$60,000 to $74,999"
"2730","ind3455","2020","0-4","f","$100,000 to $124,999"
"2731","ind3456","1812","0-4","f","$50,000 to $59,999"
"2732","ind3457","1754","0-4","f","$50,000 to $59,999"
"2733","ind3458","1774","0-4","f","$50,000 to $59,999"
"2734","ind3459","2007","0-4","f","$75,000 to $99,999"
"2735","ind346","1824","0-4","f","$60,000 to $74,999"
"2736","ind3460","1820","0-4","f","$60,000 to $74,999"
"2737","ind3461","2007","0-4","f","$75,000 to $99,999"
"2738","ind3462","1970","0-4","f","$60,000 to $74,999"
"2739","ind3463","1609","0-4","f","$35,000 to $39,999"
"2740","ind3464","1997","0-4","f","$75,000 to $99,999"
"2741","ind3465","1684","0-4","f","$45,000 to $49,999"
"2742","ind3466","1871","0-4","f","$60,000 to $74,999"
"2743","ind3467","2000","0-4","f","$75,000 to $99,999"
"2744","ind3468","1841","0-4","f","$50,000 to $59,999"
"2745","ind3469","1654","0-4","f","$50,000 to $59,999"
"2746","ind347","1883","0-4","f","$60,000 to $74,999"
"2747","ind3470","1693","0-4","f","$45,000 to $49,999"
"2748","ind3471","1973","0-4","f","$60,000 to $74,999"
"2749","ind3472","1813","0-4","f","$50,000 to $59,999"
"2750","ind3473","1926","0-4","f","$60,000 to $74,999"
"2751","ind3474","1777","0-4","f","$50,000 to $59,999"
"2752","ind3475","1872","0-4","f","$60,000 to $74,999"
"2753","ind3476","1892","0-4","f","$60,000 to $74,999"
"2754","ind3477","1692","0-4","f","$10,000 to $14,999"
"2755","ind3478","1988","0-4","f","$75,000 to $99,999"
"2756","ind3479","1994","0-4","f","$60,000 to $74,999"
"2757","ind348","2037","0-4","f",NA
"2758","ind3480","2025","0-4","f","$100,000 to $124,999"
"2759","ind3481","1771","0-4","f","$50,000 to $59,999"
"2760","ind3482","1745","0-4","f","$50,000 to $59,999"
"2761","ind3483","1928","0-4","f","$60,000 to $74,999"
"2762","ind3484","1797","0-4","f","$50,000 to $59,999"
"2763","ind3485","1947","0-4","f","$60,000 to $74,999"
"2764","ind3486","1669","0-4","f","$50,000 to $59,999"
"2765","ind3487","1926","0-4","f","$60,000 to $74,999"
"2766","ind3488","1695","0-4","f","$45,000 to $49,999"
"2767","ind3489","1994","0-4","f","$60,000 to $74,999"
"2768","ind349","1751","0-4","f","$50,000 to $59,999"
"2769","ind3490","1604","0-4","f","$40,000 to $44,999"
"2770","ind3491","1805","0-4","f","$50,000 to $59,999"
"2771","ind3492","2005","0-4","f","$60,000 to $74,999"
"2772","ind3493","1796","0-4","f","$50,000 to $59,999"
"2773","ind3494","1583","0-4","f","$35,000 to $39,999"
"2774","ind3495","1602","0-4","f","$35,000 to $39,999"
"2775","ind3496","1772","0-4","f","$50,000 to $59,999"
"2776","ind3497","2024","0-4","f","$25,000 to $29,999"
"2777","ind3498","1976","0-4","f","$60,000 to $74,999"
"2778","ind3499","1856","0-4","f","$50,000 to $59,999"
"2779","ind35","2010","0-4","f","$75,000 to $99,999"
"2780","ind350","1562","0-4","f","$40,000 to $44,999"
"2781","ind3500","2012","0-4","f","$75,000 to $99,999"
"2782","ind3501","1880","0-4","f","$60,000 to $74,999"
"2783","ind3502","1988","0-4","f","$75,000 to $99,999"
"2784","ind3503","1783","0-4","f","$50,000 to $59,999"
"2785","ind3504","1922","0-4","f","$60,000 to $74,999"
"2786","ind3505","1962","0-4","f","$60,000 to $74,999"
"2787","ind3506","1975","0-4","f","$60,000 to $74,999"
"2788","ind3507","1878","0-4","f","$60,000 to $74,999"
"2789","ind3508","1876","0-4","f","$60,000 to $74,999"
"2790","ind3509","1901","0-4","f","$60,000 to $74,999"
"2791","ind351","1830","0-4","f","$60,000 to $74,999"
"2792","ind3510","1767","0-4","f","$50,000 to $59,999"
"2793","ind3511","1773","0-4","f","$50,000 to $59,999"
"2794","ind3512","1560","0-4","f","$35,000 to $39,999"
"2795","ind3513","1898","0-4","f","$60,000 to $74,999"
"2796","ind3514","1891","0-4","f","$60,000 to $74,999"
"2797","ind3515","1904","0-4","f","$60,000 to $74,999"
"2798","ind3516","1885","0-4","f","$60,000 to $74,999"
"2799","ind3517","1855","0-4","f","$50,000 to $59,999"
"2800","ind3518","1964","0-4","f","$60,000 to $74,999"
"2801","ind3519","1944","0-4","f","$60,000 to $74,999"
"2802","ind352","1931","0-4","f","$60,000 to $74,999"
"2803","ind3520","1789","0-4","f","$50,000 to $59,999"
"2804","ind3521","1727","0-4","f","$45,000 to $49,999"
"2805","ind3522","1657","0-4","f","$40,000 to $44,999"
"2806","ind3523","1763","0-4","f","$50,000 to $59,999"
"2807","ind3524","1808","0-4","f","$50,000 to $59,999"
"2808","ind3525","1838","0-4","f","$50,000 to $59,999"
"2809","ind3526","1967","0-4","f","$60,000 to $74,999"
"2810","ind3527","1604","0-4","f","$40,000 to $44,999"
"2811","ind3528","1996","0-4","f","$60,000 to $74,999"
"2812","ind3529","1674","0-4","f","$40,000 to $44,999"
"2813","ind353","1954","0-4","f","$60,000 to $74,999"
"2814","ind3530","1930","0-4","f","$60,000 to $74,999"
"2815","ind3531","1932","5-9","f","$60,000 to $74,999"
"2816","ind3532","1700","5-9","f","$50,000 to $59,999"
"2817","ind3533","1778","5-9","f","$50,000 to $59,999"
"2818","ind3534","1852","5-9","f","$50,000 to $59,999"
"2819","ind3535","1952","5-9","f","$60,000 to $74,999"
"2820","ind3536","1808","5-9","f","$50,000 to $59,999"
"2821","ind3537","1845","5-9","f","$60,000 to $74,999"
"2822","ind3538","1947","5-9","f","$60,000 to $74,999"
"2823","ind3539","1958","5-9","f","$60,000 to $74,999"
"2824","ind354","1863","5-9","f","$60,000 to $74,999"
"2825","ind3540","1718","5-9","f","$45,000 to $49,999"
"2826","ind3541","1769","5-9","f","$50,000 to $59,999"
"2827","ind3542","1856","5-9","f","$50,000 to $59,999"
"2828","ind3543","1909","5-9","f","$60,000 to $74,999"
"2829","ind3544","1887","5-9","f","$10,000 to $14,999"
"2830","ind3545","1991","5-9","f","$75,000 to $99,999"
"2831","ind3546","1963","5-9","f","$60,000 to $74,999"
"2832","ind3547","1435","5-9","f","$35,000 to $39,999"
"2833","ind3548","1846","5-9","f","$50,000 to $59,999"
"2834","ind3549",NA,"5-9","f",NA
"2835","ind355","1758","5-9","f","$50,000 to $59,999"
"2836","ind3550","1706","5-9","f","$45,000 to $49,999"
"2837","ind3551","1684","5-9","f","$45,000 to $49,999"
"2838","ind3552","1915","5-9","f","$60,000 to $74,999"
"2839","ind3553","1854","5-9","f","$60,000 to $74,999"
"2840","ind3554","1694","5-9","f","$45,000 to $49,999"
"2841","ind3555","1876","5-9","f","$60,000 to $74,999"
"2842","ind3556","1968","5-9","f","$60,000 to $74,999"
"2843","ind3557","1847","5-9","f","$50,000 to $59,999"
"2844","ind3558","1823","5-9","f","$50,000 to $59,999"
"2845","ind3559","1815","5-9","f","$50,000 to $59,999"
"2846","ind356","1633","5-9","f","$35,000 to $39,999"
"2847","ind3560","1592","5-9","f","$35,000 to $39,999"
"2848","ind3561","1689","5-9","f","$45,000 to $49,999"
"2849","ind3562","2019","5-9","f","$100,000 to $124,999"
"2850","ind3563","1743","5-9","f","$45,000 to $49,999"
"2851","ind3564","1908","5-9","f","$60,000 to $74,999"
"2852","ind3565","1726","5-9","f","$45,000 to $49,999"
"2853","ind3566",NA,"5-9","f",NA
"2854","ind3567","1969","5-9","f","$60,000 to $74,999"
"2855","ind3568","1756","5-9","f","$50,000 to $59,999"
"2856","ind3569","1900","5-9","f","$60,000 to $74,999"
"2857","ind357","1753","5-9","f","$50,000 to $59,999"
"2858","ind3570","1825","5-9","f","$60,000 to $74,999"
"2859","ind3571","1913","5-9","f","$60,000 to $74,999"
"2860","ind3572","1953","5-9","f","$60,000 to $74,999"
"2861","ind3573","1763","5-9","f","$50,000 to $59,999"
"2862","ind3574","1788","5-9","f","$50,000 to $59,999"
"2863","ind3575","1968","5-9","f","$60,000 to $74,999"
"2864","ind3576","1670","5-9","f","$40,000 to $44,999"
"2865","ind3577","1734","5-9","f","$45,000 to $49,999"
"2866","ind3578","1820","5-9","f","$60,000 to $74,999"
"2867","ind3579","1647","5-9","f","$40,000 to $44,999"
"2868","ind358",NA,"5-9","f",NA
"2869","ind3580","1771","5-9","f","$50,000 to $59,999"
"2870","ind3581","1662","5-9","f","$40,000 to $44,999"
"2871","ind3582","1747","5-9","f","$50,000 to $59,999"
"2872","ind3583","1671","5-9","f","$40,000 to $44,999"
"2873","ind3584","1976","5-9","f","$60,000 to $74,999"
"2874","ind3585","1970","5-9","f","$60,000 to $74,999"
"2875","ind3586","1932","5-9","f","$60,000 to $74,999"
"2876","ind3587","1748","5-9","f","$50,000 to $59,999"
"2877","ind3588","1950","5-9","f","$60,000 to $74,999"
"2878","ind3589","1824","5-9","f","$60,000 to $74,999"
"2879","ind359","1905","5-9","f","$60,000 to $74,999"
"2880","ind3590","1937","5-9","f","$60,000 to $74,999"
"2881","ind3591","1882","5-9","f","$60,000 to $74,999"
"2882","ind3592","1813","5-9","f","$50,000 to $59,999"
"2883","ind3593","1665","5-9","f","$40,000 to $44,999"
"2884","ind3594","1973","5-9","f","$60,000 to $74,999"
"2885","ind3595","1761","5-9","f","$50,000 to $59,999"
"2886","ind3596","1789","5-9","f","$50,000 to $59,999"
"2887","ind3597","1656","5-9","f","$40,000 to $44,999"
"2888","ind3598","1836","5-9","f","$50,000 to $59,999"
"2889","ind3599","2013","5-9","f","$60,000 to $74,999"
"2890","ind36","1932","5-9","f","$60,000 to $74,999"
"2891","ind360","1989","5-9","f","$60,000 to $74,999"
"2892","ind3600","1781","5-9","f","$50,000 to $59,999"
"2893","ind3601","1747","5-9","f","$50,000 to $59,999"
"2894","ind3602","1597","5-9","f","$35,000 to $39,999"
"2895","ind3603","1633","5-9","f","$35,000 to $39,999"
"2896","ind3604","1674","5-9","f","$40,000 to $44,999"
"2897","ind3605","1666","5-9","f","$50,000 to $59,999"
"2898","ind3606","1793","5-9","f","$50,000 to $59,999"
"2899","ind3607","1829","5-9","f","$50,000 to $59,999"
"2900","ind3608","2001","5-9","f","$75,000 to $99,999"
"2901","ind3609","1786","5-9","f","$50,000 to $59,999"
"2902","ind361","1993","5-9","f","$75,000 to $99,999"
"2903","ind3610","1605","5-9","f","$40,000 to $44,999"
"2904","ind3611","1739","5-9","f","$45,000 to $49,999"
"2905","ind3612","1918","5-9","f","$60,000 to $74,999"
"2906","ind3613","1747","5-9","f","$50,000 to $59,999"
"2907","ind3614","1436","5-9","f","$25,000 to $29,999"
"2908","ind3615","1433","5-9","f","$10,000 to $14,999"
"2909","ind3616","1705","5-9","f","$45,000 to $49,999"
"2910","ind3617","1690","5-9","f","$50,000 to $59,999"
"2911","ind3618","1743","5-9","f","$45,000 to $49,999"
"2912","ind3619","1924","5-9","f","$60,000 to $74,999"
"2913","ind362","2004","5-9","f","$60,000 to $74,999"
"2914","ind3620","1901","5-9","f","$60,000 to $74,999"
"2915","ind3621","2016","5-9","f","$100,000 to $124,999"
"2916","ind3622","1889","5-9","f","$60,000 to $74,999"
"2917","ind3623","1961","5-9","f","$60,000 to $74,999"
"2918","ind3624","1578","5-9","f","$35,000 to $39,999"
"2919","ind3625","1454","5-9","f","$35,000 to $39,999"
"2920","ind3626","1766","5-9","f","$50,000 to $59,999"
"2921","ind3627","1942","5-9","f","$60,000 to $74,999"
"2922","ind3628","1683","5-9","f","$50,000 to $59,999"
"2923","ind3629","1752","5-9","f","$50,000 to $59,999"
"2924","ind363","2002","5-9","f","$25,000 to $29,999"
"2925","ind3630","1986","5-9","f","$75,000 to $99,999"
"2926","ind3631","1917","5-9","f","$60,000 to $74,999"
"2927","ind3632","1711","5-9","f","$45,000 to $49,999"
"2928","ind3633","1635","5-9","f","$35,000 to $39,999"
"2929","ind3634","1712","5-9","f","$45,000 to $49,999"
"2930","ind3635","2087","5-9","f",NA
"2931","ind3636","1779","5-9","f","$50,000 to $59,999"
"2932","ind3637","1614","5-9","f","$40,000 to $44,999"
"2933","ind3638","1812","5-9","f","$50,000 to $59,999"
"2934","ind3639","1658","5-9","f","$50,000 to $59,999"
"2935","ind364","1825","5-9","f","$60,000 to $74,999"
"2936","ind3640","1724","5-9","f","$45,000 to $49,999"
"2937","ind3641","1854","5-9","f","$60,000 to $74,999"
"2938","ind3642","2023","5-9","f","$100,000 to $124,999"
"2939","ind3643","1883","5-9","f","$60,000 to $74,999"
"2940","ind3644","1554","5-9","f","$30,000 to $34,999"
"2941","ind3645","1860","5-9","f","$10,000 to $14,999"
"2942","ind3646","2016","5-9","f","$100,000 to $124,999"
"2943","ind3647","1439","5-9","f","$35,000 to $39,999"
"2944","ind3648","1877","5-9","f","$60,000 to $74,999"
"2945","ind3649","1923","5-9","f","$60,000 to $74,999"
"2946","ind365","2028","5-9","f","$60,000 to $74,999"
"2947","ind3650","1850","5-9","f","$60,000 to $74,999"
"2948","ind3651","1702","5-9","f","$45,000 to $49,999"
"2949","ind3652","1804","5-9","f","$50,000 to $59,999"
"2950","ind3653","1919","5-9","f","$60,000 to $74,999"
"2951","ind3654","1667","5-9","f","$40,000 to $44,999"
"2952","ind3655","1930","5-9","f","$60,000 to $74,999"
"2953","ind3656","1972","5-9","f","$60,000 to $74,999"
"2954","ind3657","2019","5-9","f","$100,000 to $124,999"
"2955","ind3658","1579","5-9","f","$40,000 to $44,999"
"2956","ind3659","1981","5-9","f","$75,000 to $99,999"
