"","Ind","age","sex","house","income"
"2511","ind3070","55-59","m","4807","$100,000 to $124,999"
"2512","ind3499","60-61","m","4808","$100,000 to $124,999"
"2513","ind7354","45-49","f","4809","$100,000 to $124,999"
"2514","ind382","62-64","m","481","$100,000 to $124,999"
"2515","ind2626","50-54","m","4810","$100,000 to $124,999"
"2516","ind2584","45-49","m","4811","$100,000 to $124,999"
"2517","ind7867","50-54","f","4812","$100,000 to $124,999"
"2518","ind2433","45-49","m","4813","$100,000 to $124,999"
"2519","ind787","50-54","f","4814","$100,000 to $124,999"
"2520","ind3584","60-61","m","4815","$100,000 to $124,999"
"2521","ind2394","45-49","m","4816","$100,000 to $124,999"
"2522","ind8555","60-61","f","4817","$100,000 to $124,999"
"2523","ind7417","45-49","f","4818","$100,000 to $124,999"
"2524","ind3503","60-61","m","482","$100,000 to $124,999"
"2525","ind3421","60-61","m","4820","$100,000 to $124,999"
"2526","ind3338","55-59","m","4821","$100,000 to $124,999"
"2527","ind3388","55-59","m","4822","$100,000 to $124,999"
"2528","ind3200","55-59","m","4823","$100,000 to $124,999"
"2529","ind3885","62-64","m","4824","$100,000 to $124,999"
"2530","ind3909","62-64","m","4825","$100,000 to $124,999"
"2531","ind3663","62-64","m","4826","$100,000 to $124,999"
"2532","ind3097","55-59","m","4827","$100,000 to $124,999"
"2533","ind2504","45-49","m","4828","$100,000 to $124,999"
"2534","ind8664","62-64","f","4829","$100,000 to $124,999"
"2535","ind3317","55-59","m","483","$100,000 to $124,999"
"2536","ind2936","50-54","m","4830","$100,000 to $124,999"
"2537","ind3117","55-59","m","4831","$100,000 to $124,999"
"2538","ind8344","55-59","f","4832","$100,000 to $124,999"
"2539","ind8062","55-59","f","4833","$100,000 to $124,999"
"2540","ind287","50-54","m","4834","$100,000 to $124,999"
"2541","ind233","45-49","m","4835","$100,000 to $124,999"
"2542","ind2687","50-54","m","4836","$100,000 to $124,999"
"2543","ind3928","62-64","m","4837","$100,000 to $124,999"
"2544","ind8284","55-59","f","4838","$100,000 to $124,999"
"2545","ind8188","55-59","f","4839","$100,000 to $124,999"
"2546","ind308","55-59","m","4840","$100,000 to $124,999"
"2547","ind3595","60-61","m","4841","$100,000 to $124,999"
"2548","ind2989","50-54","m","4842","$100,000 to $124,999"
"2549","ind2347","45-49","m","4843","$100,000 to $124,999"
"2550","ind2516","45-49","m","4844","$100,000 to $124,999"
"2551","ind2710","50-54","m","4845","$100,000 to $124,999"
"2552","ind3267","55-59","m","4846","$100,000 to $124,999"
"2553","ind7842","50-54","f","4847","$100,000 to $124,999"
"2554","ind241","45-49","m","4848","$100,000 to $124,999"
"2555","ind3454","60-61","m","4849","$100,000 to $124,999"
"2556","ind2886","50-54","m","4850","$100,000 to $124,999"
"2557","ind262","50-54","m","4851","$100,000 to $124,999"
"2558","ind7616","50-54","f","4852","$100,000 to $124,999"
"2559","ind2995","50-54","m","4853","$100,000 to $124,999"
"2560","ind8627","62-64","f","4854","$100,000 to $124,999"
"2561","ind2613","50-54","m","4855","$100,000 to $124,999"
"2562","ind7833","50-54","f","4856","$100,000 to $124,999"
"2563","ind3247","55-59","m","4857","$100,000 to $124,999"
"2564","ind8059","55-59","f","4858","$100,000 to $124,999"
"2565","ind7883","50-54","f","4859","$100,000 to $124,999"
"2566","ind8249","55-59","f","4860","$100,000 to $124,999"
"2567","ind2285","45-49","m","4861","$100,000 to $124,999"
"2568","ind8086","55-59","f","4862","$100,000 to $124,999"
"2569","ind2938","50-54","m","4863","$100,000 to $124,999"
"2570","ind7822","50-54","f","4865","$100,000 to $124,999"
"2571","ind2491","45-49","m","4866","$100,000 to $124,999"
"2572","ind8321","55-59","f","4867","$100,000 to $124,999"
"2573","ind2913","50-54","m","4868","$100,000 to $124,999"
"2574","ind2870","50-54","m","4869","$100,000 to $124,999"
"2575","ind2498","45-49","m","487","$100,000 to $124,999"
"2576","ind2719","50-54","m","4870","$100,000 to $124,999"
"2577","ind7320","45-49","f","4871","$100,000 to $124,999"
"2578","ind341","55-59","m","4872","$100,000 to $124,999"
"2579","ind2579","45-49","m","4873","$125,000 to $149,999"
"2580","ind3644","60-61","m","4875","$125,000 to $149,999"
"2581","ind2745","50-54","m","4876","$125,000 to $149,999"
"2582","ind3531","60-61","m","488","$125,000 to $149,999"
"2583","ind3372","55-59","m","4880","$125,000 to $149,999"
"2584","ind2376","45-49","m","4882","$125,000 to $149,999"
"2585","ind3180","55-59","m","4883","$125,000 to $149,999"
"2586","ind3255","55-59","m","4884","$125,000 to $149,999"
"2587","ind2809","50-54","m","4885","$125,000 to $149,999"
"2588","ind3052","55-59","m","4886","$125,000 to $149,999"
"2589","ind2922","50-54","m","4887","$125,000 to $149,999"
"2590","ind3010","50-54","m","4888","$125,000 to $149,999"
"2591","ind3397","55-59","m","4889","$125,000 to $149,999"
"2592","ind236","45-49","m","4890","$125,000 to $149,999"
"2593","ind314","55-59","m","4891","$125,000 to $149,999"
"2594","ind2420","45-49","m","4892","$125,000 to $149,999"
"2595","ind2827","50-54","m","4893","$125,000 to $149,999"
"2596","ind2776","50-54","m","4894","$125,000 to $149,999"
"2597","ind3556","60-61","m","4895","$125,000 to $149,999"
"2598","ind250","45-49","m","4896","$125,000 to $149,999"
"2599","ind2367","45-49","m","4897","$125,000 to $149,999"
"2600","ind2982","50-54","m","4898","$125,000 to $149,999"
"2601","ind3451","60-61","m","4899","$125,000 to $149,999"
"2602","ind2400","45-49","m","490","$125,000 to $149,999"
"2603","ind3221","55-59","m","4900","$125,000 to $149,999"
"2604","ind2984","50-54","m","4901","$125,000 to $149,999"
"2605","ind2315","45-49","m","4902","$125,000 to $149,999"
"2606","ind2782","50-54","m","4903","$125,000 to $149,999"
"2607","ind7596","50-54","f","4904","$125,000 to $149,999"
"2608","ind3209","55-59","m","4905","$125,000 to $149,999"
"2609","ind7497","45-49","f","4906","$125,000 to $149,999"
"2610","ind238","45-49","m","4907","$125,000 to $149,999"
"2611","ind2654","50-54","m","4908","$125,000 to $149,999"
"2612","ind2925","50-54","m","4909","$125,000 to $149,999"
"2613","ind2964","50-54","m","491","$125,000 to $149,999"
"2614","ind3492","60-61","m","4910","$125,000 to $149,999"
"2615","ind381","62-64","m","4911","$125,000 to $149,999"
"2616","ind3901","62-64","m","4912","$125,000 to $149,999"
"2617","ind8258","55-59","f","4913","$125,000 to $149,999"
"2618","ind2895","50-54","m","4914","$125,000 to $149,999"
"2619","ind3005","50-54","m","4916","$125,000 to $149,999"
"2620","ind7393","45-49","f","4917","$125,000 to $149,999"
"2621","ind2435","45-49","m","4918","$125,000 to $149,999"
"2622","ind2814","50-54","m","4919","$125,000 to $149,999"
"2623","ind2655","50-54","m","492","$125,000 to $149,999"
"2624","ind2398","45-49","m","4920","$125,000 to $149,999"
"2625","ind2875","50-54","m","4921","$125,000 to $149,999"
"2626","ind2294","45-49","m","4922","$125,000 to $149,999"
"2627","ind7702","50-54","f","4923","$125,000 to $149,999"
"2628","ind293","50-54","m","4924","$125,000 to $149,999"
"2629","ind2770","50-54","m","4925","$125,000 to $149,999"
"2630","ind8568","60-61","f","4926","$125,000 to $149,999"
"2631","ind8024","55-59","f","4927","$125,000 to $149,999"
"2632","ind2291","45-49","m","4928","$125,000 to $149,999"
"2633","ind3362","55-59","m","494","$125,000 to $149,999"
"2634","ind3575","60-61","m","495","$125,000 to $149,999"
"2635","ind2665","50-54","m","496","$125,000 to $149,999"
"2636","ind255","45-49","m","497","$125,000 to $149,999"
"2637","ind365","60-61","m","498","$125,000 to $149,999"
"2638","ind3852","62-64","m","499","$125,000 to $149,999"
"2639","ind2382","45-49","m","500","$125,000 to $149,999"
"2640","ind2389","45-49","m","501","$125,000 to $149,999"
"2641","ind3660","62-64","m","502","$125,000 to $149,999"
"2642","ind3674","62-64","m","503","$125,000 to $149,999"
"2643","ind3602","60-61","m","504","$125,000 to $149,999"
"2644","ind2422","45-49","m","505","$125,000 to $149,999"
"2645","ind2867","50-54","m","508","$125,000 to $149,999"
"2646","ind2993","50-54","m","509","$125,000 to $149,999"
"2647","ind3866","62-64","m","510","$125,000 to $149,999"
"2648","ind2749","50-54","m","512","$125,000 to $149,999"
"2649","ind3446","60-61","m","514","$125,000 to $149,999"
"2650","ind3386","55-59","m","517","$125,000 to $149,999"
"2651","ind3722","62-64","m","518","$125,000 to $149,999"
"2652","ind2451","45-49","m","519","$125,000 to $149,999"
"2653","ind3533","60-61","m","520","$125,000 to $149,999"
"2654","ind2550","45-49","m","521","$125,000 to $149,999"
"2655","ind2830","50-54","m","522","$125,000 to $149,999"
"2656","ind3875","62-64","m","523","$125,000 to $149,999"
"2657","ind3873","62-64","m","524","$125,000 to $149,999"
"2658","ind387","62-64","m","525","$125,000 to $149,999"
"2659","ind349","60-61","m","526","$125,000 to $149,999"
"2660","ind2619","50-54","m","529","$125,000 to $149,999"
"2661","ind2949","50-54","m","531","$125,000 to $149,999"
"2662","ind265","50-54","m","532","$125,000 to $149,999"
"2663","ind3512","60-61","m","534","$125,000 to $149,999"
"2664","ind2532","45-49","m","536","$125,000 to $149,999"
"2665","ind2796","50-54","m","537","$125,000 to $149,999"
"2666","ind847","60-61","f","767","$125,000 to $149,999"
"2667","ind8583","62-64","f","768","$125,000 to $149,999"
"2668","ind874","62-64","f","770","$125,000 to $149,999"
"2669","ind7791","50-54","f","773","$125,000 to $149,999"
"2670","ind7478","45-49","f","774","$125,000 to $149,999"
"2671","ind7538","50-54","f","775","$125,000 to $149,999"
"2672","ind7771","50-54","f","777","$125,000 to $149,999"
"2673","ind7389","45-49","f","778","$125,000 to $149,999"
"2674","ind8183","55-59","f","779","$125,000 to $149,999"
"2675","ind7665","50-54","f","780","$125,000 to $149,999"
"2676","ind7606","50-54","f","781","$125,000 to $149,999"
"2677","ind736","45-49","f","782","$125,000 to $149,999"
"2678","ind827","55-59","f","786","$125,000 to $149,999"
"2679","ind8375","60-61","f","787","$125,000 to $149,999"
"2680","ind746","45-49","f","790","$125,000 to $149,999"
"2681","ind7929","55-59","f","794","$125,000 to $149,999"
"2682","ind7868","50-54","f","795","$125,000 to $149,999"
"2683","ind7372","45-49","f","796","$125,000 to $149,999"
"2684","ind8395","60-61","f","797","$125,000 to $149,999"
"2685","ind8270","55-59","f","798","$125,000 to $149,999"
"2686","ind8596","62-64","f","799","$125,000 to $149,999"
"2687","ind7613","50-54","f","800","$125,000 to $149,999"
"2688","ind747","45-49","f","801","$125,000 to $149,999"
"2689","ind7477","45-49","f","803","$125,000 to $149,999"
"2690","ind7893","50-54","f","804","$125,000 to $149,999"
"2691","ind7853","50-54","f","806","$125,000 to $149,999"
"2692","ind7669","50-54","f","808","$125,000 to $149,999"
"2693","ind7683","50-54","f","811","$125,000 to $149,999"
"2694","ind8425","60-61","f","812","$125,000 to $149,999"
"2695","ind7371","45-49","f","813","$125,000 to $149,999"
"2696","ind8151","55-59","f","816","$125,000 to $149,999"
"2697","ind80","55-59","f","817","$125,000 to $149,999"
"2698","ind751","45-49","f","819","$125,000 to $149,999"
"2699","ind7700","50-54","f","820","$125,000 to $149,999"
"2700","ind726","45-49","f","824","$125,000 to $149,999"
"2701","ind7564","50-54","f","825","$125,000 to $149,999"
"2702","ind836","55-59","f","827","$125,000 to $149,999"
"2703","ind8462","60-61","f","828","$125,000 to $149,999"
"2704","ind7982","55-59","f","829","$125,000 to $149,999"
"2705","ind8306","55-59","f","830","$125,000 to $149,999"
"2706","ind8138","55-59","f","831","$125,000 to $149,999"
"2707","ind8289","55-59","f","832","$125,000 to $149,999"
"2708","ind8636","62-64","f","833","$125,000 to $149,999"
"2709","ind814","55-59","f","834","$125,000 to $149,999"
"2710","ind7337","45-49","f","835","$125,000 to $149,999"
"2711","ind7274","45-49","f","836","$150,000 to $199,999"
"2712","ind8373","60-61","f","837","$150,000 to $199,999"
"2713","ind8563","60-61","f","838","$150,000 to $199,999"
"2714","ind8597","62-64","f","839","$150,000 to $199,999"
"2715","ind7364","45-49","f","840","$150,000 to $199,999"
"2716","ind7540","50-54","f","841","$150,000 to $199,999"
"2717","ind8404","60-61","f","842","$150,000 to $199,999"
"2718","ind7524","45-49","f","843","$150,000 to $199,999"
"2719","ind7829","50-54","f","844","$150,000 to $199,999"
"2720","ind8004","55-59","f","846","$150,000 to $199,999"
"2721","ind7909","55-59","f","847","$150,000 to $199,999"
"2722","ind8543","60-61","f","848","$150,000 to $199,999"
"2723","ind7487","45-49","f","849","$150,000 to $199,999"
"2724","ind7610","50-54","f","850","$150,000 to $199,999"
"2725","ind7476","45-49","f","851","$150,000 to $199,999"
"2726","ind8433","60-61","f","853","$150,000 to $199,999"
"2727","ind8764","62-64","f","854","$150,000 to $199,999"
"2728","ind8046","55-59","f","855","$150,000 to $199,999"
"2729","ind7271","45-49","f","856","$150,000 to $199,999"
"2730","ind8370","55-59","f","857","$150,000 to $199,999"
"2731","ind7862","50-54","f","858","$150,000 to $199,999"
"2732","ind7816","50-54","f","859","$150,000 to $199,999"
"2733","ind7724","50-54","f","860","$150,000 to $199,999"
"2734","ind7280","45-49","f","861","$150,000 to $199,999"
"2735","ind8011","55-59","f","862","$150,000 to $199,999"
"2736","ind752","45-49","f","863","$150,000 to $199,999"
"2737","ind8079","55-59","f","865","$150,000 to $199,999"
"2738","ind8488","60-61","f","866","$150,000 to $199,999"
"2739","ind7717","50-54","f","868","$150,000 to $199,999"
"2740","ind8406","60-61","f","869","$150,000 to $199,999"
"2741","ind8190","55-59","f","871","$150,000 to $199,999"
"2742","ind8428","60-61","f","873","$150,000 to $199,999"
"2743","ind8637","62-64","f","874","$150,000 to $199,999"
"2744","ind7267","45-49","f","875","$150,000 to $199,999"
"2745","ind8223","55-59","f","876","$150,000 to $199,999"
"2746","ind8649","62-64","f","877","$150,000 to $199,999"
"2747","ind8115","55-59","f","879","$150,000 to $199,999"
"2748","ind7740","50-54","f","880","$150,000 to $199,999"
"2749","ind8153","55-59","f","881","$150,000 to $199,999"
"2750","ind8051","55-59","f","882","$150,000 to $199,999"
"2751","ind8205","55-59","f","884","$150,000 to $199,999"
"2752","ind7406","45-49","f","885","$150,000 to $199,999"
"2753","ind7619","50-54","f","886","$150,000 to $199,999"
"2754","ind7796","50-54","f","888","$150,000 to $199,999"
"2755","ind7528","45-49","f","890","$150,000 to $199,999"
"2756","ind7763","50-54","f","893","$150,000 to $199,999"
"2757","ind7447","45-49","f","894","$150,000 to $199,999"
"2758","ind7422","45-49","f","895","$150,000 to $199,999"
"2759","ind8229","55-59","f","896","$150,000 to $199,999"
"2760","ind7670","50-54","f","897","$150,000 to $199,999"
"2761","ind8283","55-59","f","901","$150,000 to $199,999"
"2762","ind8022","55-59","f","902","$150,000 to $199,999"
"2763","ind8776","62-64","f","903","$150,000 to $199,999"
"2764","ind737","45-49","f","904","$150,000 to $199,999"
"2765","ind7875","50-54","f","905","$150,000 to $199,999"
"2766","ind7721","50-54","f","906","$150,000 to $199,999"
"2767","ind869","62-64","f","907","$150,000 to $199,999"
"2768","ind8122","55-59","f","908","$150,000 to $199,999"
"2769","ind7325","45-49","f","909","$150,000 to $199,999"
"2770","ind8218","55-59","f","910","$150,000 to $199,999"
"2771","ind7290","45-49","f","911","$150,000 to $199,999"
"2772","ind8313","55-59","f","912","$150,000 to $199,999"
"2773","ind790","50-54","f","913","$150,000 to $199,999"
"2774","ind7272","45-49","f","915","$150,000 to $199,999"
"2775","ind8382","60-61","f","916","$150,000 to $199,999"
"2776","ind8387","60-61","f","917","$150,000 to $199,999"
"2777","ind7288","45-49","f","2394","$15,000 to $19,999"
"2778","ind3862","62-64","m","2395","$15,000 to $19,999"
"2779","ind3471","60-61","m","2396","$15,000 to $19,999"
"2780","ind2816","50-54","m","2397","$15,000 to $19,999"
"2781","ind2580","45-49","m","2398","$15,000 to $19,999"
"2782","ind3666","62-64","m","2399","$15,000 to $19,999"
"2783","ind2832","50-54","m","240","$15,000 to $19,999"
"2784","ind7382","45-49","f","2400","$15,000 to $19,999"
"2785","ind8526","60-61","f","2401","$15,000 to $19,999"
"2786","ind7806","50-54","f","2402","$15,000 to $19,999"
"2787","ind3906","62-64","m","2403","$15,000 to $19,999"
"2788","ind2854","50-54","m","2404","$15,000 to $19,999"
"2789","ind7499","45-49","f","2405","$15,000 to $19,999"
"2790","ind3863","62-64","m","2406","$15,000 to $19,999"
"2791","ind363","60-61","m","2407","$15,000 to $19,999"
"2792","ind8209","55-59","f","2408","$15,000 to $19,999"
"2793","ind2514","45-49","m","2409","$15,000 to $19,999"
"2794","ind2396","45-49","m","241","$15,000 to $19,999"
"2795","ind2562","45-49","m","2412","$15,000 to $19,999"
"2796","ind8726","62-64","f","2417","$15,000 to $19,999"
"2797","ind7751","50-54","f","2418","$15,000 to $19,999"
"2798","ind3112","55-59","m","2419","$15,000 to $19,999"
"2799","ind2800","50-54","m","242","$15,000 to $19,999"
"2800","ind3920","62-64","m","2420","$15,000 to $19,999"
"2801","ind2927","50-54","m","2421","$15,000 to $19,999"
"2802","ind3332","55-59","m","2423","$15,000 to $19,999"
"2803","ind3001","50-54","m","2424","$15,000 to $19,999"
"2804","ind3310","55-59","m","2425","$15,000 to $19,999"
"2805","ind2460","45-49","m","2426","$15,000 to $19,999"
"2806","ind8704","62-64","f","2428","$15,000 to $19,999"
"2807","ind3826","62-64","m","2429","$15,000 to $19,999"
"2808","ind3265","55-59","m","243","$15,000 to $19,999"
"2809","ind2282","45-49","m","2432","$20,000 to $24,999"
"2810","ind2660","50-54","m","2433","$20,000 to $24,999"
"2811","ind3779","62-64","m","2434","$20,000 to $24,999"
"2812","ind7296","45-49","f","2435","$20,000 to $24,999"
"2813","ind7368","45-49","f","2436","$20,000 to $24,999"
"2814","ind2404","45-49","m","2437","$20,000 to $24,999"
"2815","ind8347","55-59","f","2438","$20,000 to $24,999"
"2816","ind2797","50-54","m","2439","$20,000 to $24,999"
"2817","ind2327","45-49","m","244","$20,000 to $24,999"
"2818","ind3715","62-64","m","2440","$20,000 to $24,999"
"2819","ind8665","62-64","f","2441","$20,000 to $24,999"
"2820","ind2277","45-49","m","2444","$20,000 to $24,999"
"2821","ind8745","62-64","f","2445","$20,000 to $24,999"
"2822","ind3576","60-61","m","2446","$20,000 to $24,999"
"2823","ind2399","45-49","m","2447","$20,000 to $24,999"
"2824","ind8028","55-59","f","2448","$20,000 to $24,999"
"2825","ind7678","50-54","f","2449","$20,000 to $24,999"
"2826","ind3622","60-61","m","245","$20,000 to $24,999"
"2827","ind2517","45-49","m","2451","$20,000 to $24,999"
"2828","ind7458","45-49","f","2452","$20,000 to $24,999"
"2829","ind7679","50-54","f","2453","$20,000 to $24,999"
"2830","ind7726","50-54","f","2454","$20,000 to $24,999"
"2831","ind3134","55-59","m","2456","$20,000 to $24,999"
"2832","ind2916","50-54","m","2457","$20,000 to $24,999"
"2833","ind2329","45-49","m","2458","$20,000 to $24,999"
"2834","ind2383","45-49","m","246","$20,000 to $24,999"
"2835","ind3530","60-61","m","2460","$20,000 to $24,999"
"2836","ind7403","45-49","f","2461","$20,000 to $24,999"
"2837","ind2835","50-54","m","2463","$20,000 to $24,999"
"2838","ind2337","45-49","m","2464","$20,000 to $24,999"
"2839","ind368","62-64","m","2465","$20,000 to $24,999"
"2840","ind7820","50-54","f","2468","$20,000 to $24,999"
"2841","ind8608","62-64","f","2469","$20,000 to $24,999"
"2842","ind2457","45-49","m","247","$20,000 to $24,999"
"2843","ind3846","62-64","m","2470","$20,000 to $24,999"
"2844","ind7783","50-54","f","2473","$20,000 to $24,999"
"2845","ind8376","60-61","f","2474","$20,000 to $24,999"
"2846","ind3431","60-61","m","2475","$20,000 to $24,999"
"2847","ind3170","55-59","m","2476","$20,000 to $24,999"
"2848","ind3188","55-59","m","2477","$20,000 to $24,999"
"2849","ind2777","50-54","m","2478","$20,000 to $24,999"
"2850","ind3934","62-64","m","2479","$20,000 to $24,999"
"2851","ind3597","60-61","m","248","$20,000 to $24,999"
"2852","ind8565","60-61","f","2481","$20,000 to $24,999"
"2853","ind2713","50-54","m","2482","$20,000 to $24,999"
"2854","ind2791","50-54","m","2484","$20,000 to $24,999"
"2855","ind3089","55-59","m","2485","$20,000 to $24,999"
"2856","ind2790","50-54","m","2488","$20,000 to $24,999"
"2857","ind2659","50-54","m","249","$20,000 to $24,999"
"2858","ind3175","55-59","m","2490","$20,000 to $24,999"
"2859","ind7444","45-49","f","2491","$20,000 to $24,999"
"2860","ind320","55-59","m","2495","$20,000 to $24,999"
"2861","ind7811","50-54","f","2496","$20,000 to $24,999"
"2862","ind32","55-59","m","2498","$20,000 to $24,999"
"2863","ind7268","45-49","f","2499","$20,000 to $24,999"
"2864","ind2622","50-54","m","250","$20,000 to $24,999"
"2865","ind8669","62-64","f","2502","$20,000 to $24,999"
"2866","ind8290","55-59","f","2503","$20,000 to $24,999"
"2867","ind8341","55-59","f","2507","$20,000 to $24,999"
"2868","ind3791","62-64","m","251","$20,000 to $24,999"
"2869","ind3003","50-54","m","2510","$20,000 to $24,999"
"2870","ind3193","55-59","m","2511","$20,000 to $24,999"
"2871","ind7433","45-49","f","2512","$20,000 to $24,999"
"2872","ind2933","50-54","m","2514","$20,000 to $24,999"
"2873","ind8512","60-61","f","2516","$20,000 to $24,999"
"2874","ind8503","60-61","f","2517","$20,000 to $24,999"
"2875","ind3210","55-59","m","2518","$20,000 to $24,999"
"2876","ind3838","62-64","m","2519","$20,000 to $24,999"
"2877","ind2955","50-54","m","2521","$20,000 to $24,999"
"2878","ind8737","62-64","f","2523","$20,000 to $24,999"
"2879","ind3653","60-61","m","2524","$20,000 to $24,999"
"2880","ind3871","62-64","m","2525","$20,000 to $24,999"
"2881","ind3238","55-59","m","2526","$20,000 to $24,999"
"2882","ind2555","45-49","m","2528","$20,000 to $24,999"
"2883","ind2508","45-49","m","2529","$20,000 to $24,999"
"2884","ind2490","45-49","m","253","$20,000 to $24,999"
"2885","ind3865","62-64","m","2530","$20,000 to $24,999"
"2886","ind8336","55-59","f","2532","$20,000 to $24,999"
"2887","ind3506","60-61","m","2533","$20,000 to $24,999"
"2888","ind2821","50-54","m","2534","$20,000 to $24,999"
"2889","ind7758","50-54","f","2535","$20,000 to $24,999"
"2890","ind7516","45-49","f","2536","$20,000 to $24,999"
"2891","ind3902","62-64","m","2537","$20,000 to $24,999"
"2892","ind2746","50-54","m","2539","$20,000 to $24,999"
"2893","ind2752","50-54","m","254","$20,000 to $24,999"
"2894","ind2912","50-54","m","2540","$20,000 to $24,999"
"2895","ind2792","50-54","m","2541","$20,000 to $24,999"
"2896","ind8797","62-64","f","2542","$20,000 to $24,999"
"2897","ind7689","50-54","f","2544","$20,000 to $24,999"
"2898","ind7571","50-54","f","2545","$20,000 to $24,999"
"2899","ind282","50-54","m","2546","$20,000 to $24,999"
"2900","ind2822","50-54","m","2547","$20,000 to $24,999"
"2901","ind3427","60-61","m","255","$20,000 to $24,999"
"2902","ind7650","50-54","f","2552","$20,000 to $24,999"
"2903","ind3884","62-64","m","2553","$20,000 to $24,999"
"2904","ind2663","50-54","m","2554","$20,000 to $24,999"
"2905","ind3908","62-64","m","2555","$20,000 to $24,999"
"2906","ind2708","50-54","m","2556","$20,000 to $24,999"
"2907","ind2471","45-49","m","2557","$20,000 to $24,999"
"2908","ind2377","45-49","m","2558","$20,000 to $24,999"
"2909","ind8147","55-59","f","2559","$20,000 to $24,999"
"2910","ind2482","45-49","m","2560","$20,000 to $24,999"
"2911","ind3798","62-64","m","2561","$20,000 to $24,999"
"2912","ind3607","60-61","m","2562","$20,000 to $24,999"
"2913","ind8626","62-64","f","2564","$20,000 to $24,999"
"2914","ind3377","55-59","m","2565","$20,000 to $24,999"
"2915","ind8767","62-64","f","2566","$20,000 to $24,999"
"2916","ind8666","62-64","f","2567","$20,000 to $24,999"
"2917","ind7855","50-54","f","2568","$20,000 to $24,999"
"2918","ind3704","62-64","m","2570","$20,000 to $24,999"
"2919","ind34","55-59","m","2571","$20,000 to $24,999"
"2920","ind2768","50-54","m","2572","$25,000 to $29,999"
"2921","ind8265","55-59","f","2575","$25,000 to $29,999"
"2922","ind7615","50-54","f","2579","$25,000 to $29,999"
"2923","ind2381","45-49","m","258","$25,000 to $29,999"
"2924","ind8185","55-59","f","2581","$25,000 to $29,999"
"2925","ind8457","60-61","f","2584","$25,000 to $29,999"
"2926","ind2951","50-54","m","2585","$25,000 to $29,999"
"2927","ind2700","50-54","m","2586","$25,000 to $29,999"
"2928","ind2760","50-54","m","2587","$25,000 to $29,999"
"2929","ind3578","60-61","m","2588","$25,000 to $29,999"
"2930","ind2486","45-49","m","259","$25,000 to $29,999"
"2931","ind2937","50-54","m","2590","$25,000 to $29,999"
"2932","ind7948","55-59","f","2591","$25,000 to $29,999"
"2933","ind2606","50-54","m","2592","$25,000 to $29,999"
"2934","ind845","60-61","f","2594","$25,000 to $29,999"
"2935","ind3294","55-59","m","2595","$25,000 to $29,999"
"2936","ind359","60-61","m","2596","$25,000 to $29,999"
"2937","ind2788","50-54","m","2597","$25,000 to $29,999"
"2938","ind3507","60-61","m","2598","$25,000 to $29,999"
"2939","ind2586","45-49","m","2599","$25,000 to $29,999"
"2940","ind3767","62-64","m","260","$25,000 to $29,999"
"2941","ind295","50-54","m","2601","$25,000 to $29,999"
"2942","ind2985","50-54","m","2602","$25,000 to $29,999"
"2943","ind3281","55-59","m","2603","$25,000 to $29,999"
"2944","ind8756","62-64","f","2604","$25,000 to $29,999"
"2945","ind3426","60-61","m","2605","$25,000 to $29,999"
"2946","ind7680","50-54","f","2607","$25,000 to $29,999"
"2947","ind3872","62-64","m","2609","$25,000 to $29,999"
"2948","ind2469","45-49","m","2612","$25,000 to $29,999"
"2949","ind7993","55-59","f","2614","$25,000 to $29,999"
"2950","ind2956","50-54","m","2619","$25,000 to $29,999"
"2951","ind2554","45-49","m","262","$25,000 to $29,999"
"2952","ind8460","60-61","f","2620","$25,000 to $29,999"
"2953","ind8274","55-59","f","2621","$25,000 to $29,999"
"2954","ind8238","55-59","f","2622","$25,000 to $29,999"
"2955","ind7886","50-54","f","2623","$25,000 to $29,999"
"2956","ind8310","55-59","f","2626","$25,000 to $29,999"
"2957","ind8610","62-64","f","2628","$25,000 to $29,999"
"2958","ind3466","60-61","m","2629","$25,000 to $29,999"
"2959","ind3693","62-64","m","263","$25,000 to $29,999"
"2960","ind3201","55-59","m","2630","$25,000 to $29,999"
"2961","ind8076","55-59","f","2631","$25,000 to $29,999"
"2962","ind3288","55-59","m","2632","$25,000 to $29,999"
"2963","ind2918","50-54","m","2633","$25,000 to $29,999"
"2964","ind3698","62-64","m","2634","$25,000 to $29,999"
"2965","ind8084","55-59","f","2636","$25,000 to $29,999"
"2966","ind7799","50-54","f","2637","$25,000 to $29,999"
"2967","ind3356","55-59","m","2638","$25,000 to $29,999"
"2968","ind3612","60-61","m","2639","$25,000 to $29,999"
"2969","ind2932","50-54","m","264","$25,000 to $29,999"
"2970","ind7591","50-54","f","2640","$25,000 to $29,999"
"2971","ind2531","45-49","m","2641","$25,000 to $29,999"
"2972","ind3603","60-61","m","2642","$25,000 to $29,999"
"2973","ind327","55-59","m","2643","$25,000 to $29,999"
"2974","ind3739","62-64","m","2644","$25,000 to $29,999"
"2975","ind3919","62-64","m","2646","$25,000 to $29,999"
"2976","ind3130","55-59","m","2648","$25,000 to $29,999"
"2977","ind3589","60-61","m","2649","$25,000 to $29,999"
"2978","ind3190","55-59","m","265","$25,000 to $29,999"
"2979","ind7508","45-49","f","2650","$25,000 to $29,999"
"2980","ind7766","50-54","f","2652","$25,000 to $29,999"
"2981","ind8002","55-59","f","2654","$25,000 to $29,999"
"2982","ind251","45-49","m","2655","$25,000 to $29,999"
"2983","ind8754","62-64","f","2657","$25,000 to $29,999"
