"","Ind","age","sex","house","income"
"989","ind2508","50-54","m","1893","$60,000 to $74,999"
"990","ind2772","62-64","m","1895","$60,000 to $74,999"
"991","ind4748","50-54","f","1896","$60,000 to $74,999"
"992","ind27","60-61","m","1897","$60,000 to $74,999"
"993","ind2532","55-59","m","1898","$60,000 to $74,999"
"994","ind2602","55-59","m","1899","$60,000 to $74,999"
"995","ind4936","55-59","f","1900","$60,000 to $74,999"
"996","ind468","45-49","f","1901","$60,000 to $74,999"
"997","ind2829","62-64","m","1902","$60,000 to $74,999"
"998","ind2558","55-59","m","1903","$60,000 to $74,999"
"999","ind2766","62-64","m","1904","$60,000 to $74,999"
"1000","ind4972","55-59","f","1905","$60,000 to $74,999"
"1001","ind2655","55-59","m","1906","$60,000 to $74,999"
"1002","ind5120","60-61","f","1907","$60,000 to $74,999"
"1003","ind509","60-61","f","1908","$60,000 to $74,999"
"1004","ind2672","60-61","m","1909","$60,000 to $74,999"
"1005","ind2621","55-59","m","1912","$60,000 to $74,999"
"1006","ind2682","60-61","m","1913","$60,000 to $74,999"
"1007","ind260","55-59","m","1914","$60,000 to $74,999"
"1008","ind4786","50-54","f","1915","$60,000 to $74,999"
"1009","ind5031","55-59","f","1916","$60,000 to $74,999"
"1010","ind2278","45-49","m","1918","$60,000 to $74,999"
"1011","ind283","62-64","m","1919","$60,000 to $74,999"
"1012","ind4741","50-54","f","1920","$60,000 to $74,999"
"1013","ind2653","55-59","m","1921","$60,000 to $74,999"
"1014","ind2379","50-54","m","1922","$60,000 to $74,999"
"1015","ind2778","62-64","m","1923","$60,000 to $74,999"
"1016","ind2416","50-54","m","1924","$60,000 to $74,999"
"1017","ind2840","62-64","m","1925","$60,000 to $74,999"
"1018","ind4669","45-49","f","1926","$60,000 to $74,999"
"1019","ind2566","55-59","m","1927","$60,000 to $74,999"
"1020","ind2836","62-64","m","1928","$60,000 to $74,999"
"1021","ind2262","45-49","m","1930","$60,000 to $74,999"
"1022","ind2770","62-64","m","1931","$60,000 to $74,999"
"1023","ind496","55-59","f","1932","$60,000 to $74,999"
"1024","ind501","55-59","f","1933","$60,000 to $74,999"
"1025","ind2777","62-64","m","1934","$60,000 to $74,999"
"1026","ind2744","62-64","m","1935","$60,000 to $74,999"
"1027","ind522","62-64","f","1936","$60,000 to $74,999"
"1028","ind4656","45-49","f","1938","$60,000 to $74,999"
"1029","ind2765","62-64","m","1939","$60,000 to $74,999"
"1030","ind244","50-54","m","1940","$60,000 to $74,999"
"1031","ind5223","62-64","f","1941","$60,000 to $74,999"
"1032","ind2279","45-49","m","1942","$60,000 to $74,999"
"1033","ind2374","50-54","m","1943","$60,000 to $74,999"
"1034","ind2291","45-49","m","1944","$60,000 to $74,999"
"1035","ind2739","62-64","m","1945","$60,000 to $74,999"
"1036","ind2352","50-54","m","1946","$60,000 to $74,999"
"1037","ind5043","55-59","f","1950","$60,000 to $74,999"
"1038","ind4633","45-49","f","1951","$60,000 to $74,999"
"1039","ind4815","50-54","f","1952","$60,000 to $74,999"
"1040","ind2524","55-59","m","1955","$60,000 to $74,999"
"1041","ind2738","62-64","m","1956","$60,000 to $74,999"
"1042","ind2635","55-59","m","1957","$60,000 to $74,999"
"1043","ind2618","55-59","m","1958","$60,000 to $74,999"
"1044","ind2300","45-49","m","1962","$60,000 to $74,999"
"1045","ind2323","50-54","m","1963","$60,000 to $74,999"
"1046","ind2368","50-54","m","1964","$60,000 to $74,999"
"1047","ind2789","62-64","m","1965","$60,000 to $74,999"
"1048","ind2632","55-59","m","1966","$60,000 to $74,999"
"1049","ind2487","50-54","m","1968","$60,000 to $74,999"
"1050","ind2805","62-64","m","1969","$60,000 to $74,999"
"1051","ind2657","55-59","m","1970","$60,000 to $74,999"
"1052","ind4967","55-59","f","1971","$60,000 to $74,999"
"1053","ind4865","55-59","f","1972","$60,000 to $74,999"
"1054","ind2501","50-54","m","1975","$60,000 to $74,999"
"1055","ind4862","55-59","f","1976","$60,000 to $74,999"
"1056","ind2462","50-54","m","1977","$60,000 to $74,999"
"1057","ind2607","55-59","m","1978","$75,000 to $99,999"
"1058","ind2389","50-54","m","1979","$75,000 to $99,999"
"1059","ind2359","50-54","m","1980","$75,000 to $99,999"
"1060","ind4845","50-54","f","1981","$75,000 to $99,999"
"1061","ind2584","55-59","m","1982","$75,000 to $99,999"
"1062","ind2827","62-64","m","1983","$75,000 to $99,999"
"1063","ind2646","55-59","m","1985","$75,000 to $99,999"
"1064","ind4964","55-59","f","1986","$75,000 to $99,999"
"1065","ind2797","62-64","m","1987","$75,000 to $99,999"
"1066","ind2599","55-59","m","1988","$75,000 to $99,999"
"1067","ind2435","50-54","m","1991","$75,000 to $99,999"
"1068","ind2450","50-54","m","1993","$75,000 to $99,999"
"1069","ind2604","55-59","m","1995","$75,000 to $99,999"
"1070","ind4939","55-59","f","1997","$75,000 to $99,999"
"1071","ind2641","55-59","m","1998","$75,000 to $99,999"
"1072","ind2601","55-59","m","1999","$75,000 to $99,999"
"1073","ind2452","50-54","m","20","$75,000 to $99,999"
"1074","ind4944","55-59","f","2000","$75,000 to $99,999"
"1075","ind5025","55-59","f","2001","$75,000 to $99,999"
"1076","ind2513","55-59","m","2006","$75,000 to $99,999"
"1077","ind2705","60-61","m","2007","$75,000 to $99,999"
"1078","ind4899","55-59","f","2008","$75,000 to $99,999"
"1079","ind5227","62-64","f","2009","$75,000 to $99,999"
"1080","ind2419","50-54","m","2010","$75,000 to $99,999"
"1081","ind2583","55-59","m","2011","$75,000 to $99,999"
"1082","ind4954","55-59","f","2012","$75,000 to $99,999"
"1083","ind259","55-59","m","2014","$75,000 to $99,999"
"1084","ind5103","60-61","f","2015","$100,000 to $124,999"
"1085","ind2698","60-61","m","2016","$100,000 to $124,999"
"1086","ind2556","55-59","m","2017","$100,000 to $124,999"
"1087","ind2400","50-54","m","2019","$100,000 to $124,999"
"1088","ind2577","55-59","m","2020","$100,000 to $124,999"
"1089","ind2552","55-59","m","2021","$100,000 to $124,999"
"1090","ind2466","50-54","m","2022","$100,000 to $124,999"
"1091","ind2538","55-59","m","2023","$100,000 to $124,999"
"1092","ind4839","50-54","f","2025","$100,000 to $124,999"
"1093","ind4928","55-59","f","2026","$100,000 to $124,999"
"1094","ind4592","45-49","f","2027","$100,000 to $124,999"
"1095","ind2448","50-54","m","2029","$100,000 to $124,999"
"1096","ind2507","50-54","m","2031","$100,000 to $124,999"
"1097","ind2277","45-49","m","2032","$100,000 to $124,999"
"1098","ind2823","62-64","m","2033","$100,000 to $124,999"
"1099","ind2270","45-49","m","2034","$100,000 to $124,999"
"1100","ind2553","55-59","m","2035","$100,000 to $124,999"
"1101","ind2472","50-54","m","2036","$100,000 to $124,999"
"1102","ind5124","60-61","f","2038","$100,000 to $124,999"
"1103","ind2327","50-54","m","2039","$100,000 to $124,999"
"1104","ind4778","50-54","f","2040","$100,000 to $124,999"
"1105","ind5056","55-59","f","2041","$100,000 to $124,999"
"1106","ind2308","45-49","m","2042","$100,000 to $124,999"
"1107","ind2713","60-61","m","2044","$100,000 to $124,999"
"1108","ind2426","50-54","m","2045","$100,000 to $124,999"
"1109","ind2287","45-49","m","2046","$100,000 to $124,999"
"1110","ind523","62-64","f","2047","$100,000 to $124,999"
"1111","ind2445","50-54","m","2049","$100,000 to $124,999"
"1112","ind2464","50-54","m","2050","$100,000 to $124,999"
"1113","ind4665","45-49","f","2051","$100,000 to $124,999"
"1114","ind4924","55-59","f","2052","$100,000 to $124,999"
"1115","ind4643","45-49","f","2053","$100,000 to $124,999"
"1116","ind2284","45-49","m","2054","$100,000 to $124,999"
"1117","ind2460","50-54","m","2055","$100,000 to $124,999"
"1118","ind2420","50-54","m","2056","$100,000 to $124,999"
"1119","ind2750","62-64","m","2057","$100,000 to $124,999"
"1120","ind2469","50-54","m","2058","$100,000 to $124,999"
"1121","ind2315","45-49","m","2059","$100,000 to $124,999"
"1122","ind5079","60-61","f","2060","$100,000 to $124,999"
"1123","ind2760","62-64","m","2061","$100,000 to $124,999"
"1124","ind2704","60-61","m","2062","$100,000 to $124,999"
"1125","ind273","62-64","m","2064","$100,000 to $124,999"
"1126","ind23","45-49","m","2065","$100,000 to $124,999"
"1127","ind2309","45-49","m","2066","$100,000 to $124,999"
"1128","ind2382","50-54","m","2067","$100,000 to $124,999"
"1129","ind5184","60-61","f","2068","$100,000 to $124,999"
"1130","ind4613","45-49","f","2071","$100,000 to $124,999"
"1131","ind4762","50-54","f","2072","$100,000 to $124,999"
"1132","ind2523","55-59","m","2073","$100,000 to $124,999"
"1133","ind4867","55-59","f","2075","$100,000 to $124,999"
"1134","ind2411","50-54","m","2076","$100,000 to $124,999"
"1135","ind2615","55-59","m","2077","$100,000 to $124,999"
"1136","ind4986","55-59","f","2078","$100,000 to $124,999"
"1137","ind2593","55-59","m","2079","$100,000 to $124,999"
"1138","ind2433","50-54","m","2080","$100,000 to $124,999"
"1139","ind2721","62-64","m","2081","$100,000 to $124,999"
"1140","ind2743","62-64","m","2082","$100,000 to $124,999"
"1141","ind2264","45-49","m","2083","$100,000 to $124,999"
"1142","ind504","55-59","f","2084","$100,000 to $124,999"
"1143","ind2476","50-54","m","2085","$100,000 to $124,999"
"1144","ind2551","55-59","m","2086","$100,000 to $124,999"
"1145","ind251","50-54","m","2087","$100,000 to $124,999"
"1146","ind2318","45-49","m","2088","$100,000 to $124,999"
"1147","ind2480","50-54","m","2089","$100,000 to $124,999"
"1148","ind2272","45-49","m","2090","$100,000 to $124,999"
"1149","ind245","50-54","m","2091","$100,000 to $124,999"
"1150","ind2372","50-54","m","2092","$100,000 to $124,999"
"1151","ind2296","45-49","m","2093","$100,000 to $124,999"
"1152","ind4738","50-54","f","2094","$100,000 to $124,999"
"1153","ind2494","50-54","m","2095","$100,000 to $124,999"
"1154","ind2268","45-49","m","2096","$100,000 to $124,999"
"1155","ind2295","45-49","m","2097","$100,000 to $124,999"
"1156","ind2288","45-49","m","2098","$100,000 to $124,999"
"1157","ind2536","55-59","m","2099","$100,000 to $124,999"
"1158","ind2800","62-64","m","21","$100,000 to $124,999"
"1159","ind475","50-54","f","2100","$100,000 to $124,999"
"1160","ind2436","50-54","m","2101","$100,000 to $124,999"
"1161","ind2585","55-59","m","2102","$100,000 to $124,999"
"1162","ind2390","50-54","m","2103","$100,000 to $124,999"
"1163","ind2314","45-49","m","24","$100,000 to $124,999"
"1164","ind2330","50-54","m","25","$100,000 to $124,999"
"1165","ind2407","50-54","m","27","$100,000 to $124,999"
"1166","ind2659","55-59","m","30","$100,000 to $124,999"
"1167","ind2613","55-59","m","31","$100,000 to $124,999"
"1168","ind4662","45-49","f","315","$100,000 to $124,999"
"1169","ind5023","55-59","f","316","$100,000 to $124,999"
"1170","ind4993","55-59","f","317","$100,000 to $124,999"
"1171","ind5250","62-64","f","318","$100,000 to $124,999"
"1172","ind4872","55-59","f","319","$100,000 to $124,999"
"1173","ind2689","60-61","m","32","$100,000 to $124,999"
"1174","ind4816","50-54","f","320","$100,000 to $124,999"
"1175","ind4881","55-59","f","321","$100,000 to $124,999"
"1176","ind4804","50-54","f","322","$100,000 to $124,999"
"1177","ind4942","55-59","f","323","$100,000 to $124,999"
"1178","ind4976","55-59","f","324","$100,000 to $124,999"
"1179","ind4846","50-54","f","325","$100,000 to $124,999"
"1180","ind4799","50-54","f","326","$100,000 to $124,999"
"1181","ind461","45-49","f","328","$100,000 to $124,999"
"1182","ind4761","50-54","f","329","$100,000 to $124,999"
"1183","ind50","55-59","f","330","$100,000 to $124,999"
"1184","ind4802","50-54","f","332","$100,000 to $124,999"
"1185","ind4590","45-49","f","334","$100,000 to $124,999"
"1186","ind4634","45-49","f","335","$100,000 to $124,999"
"1187","ind4622","45-49","f","336","$100,000 to $124,999"
"1188","ind513","60-61","f","337","$100,000 to $124,999"
"1189","ind494","55-59","f","338","$100,000 to $124,999"
"1190","ind4742","50-54","f","339","$100,000 to $124,999"
"1191","ind2606","55-59","m","34","$100,000 to $124,999"
"1192","ind5133","60-61","f","340","$100,000 to $124,999"
"1193","ind5256","62-64","f","341","$100,000 to $124,999"
"1194","ind5152","60-61","f","342","$100,000 to $124,999"
"1195","ind4946","55-59","f","343","$100,000 to $124,999"
"1196","ind4808","50-54","f","345","$100,000 to $124,999"
"1197","ind4977","55-59","f","347","$100,000 to $124,999"
"1198","ind5186","60-61","f","348","$100,000 to $124,999"
"1199","ind2544","55-59","m","35","$100,000 to $124,999"
"1200","ind4733","50-54","f","351","$100,000 to $124,999"
"1201","ind4774","50-54","f","352","$100,000 to $124,999"
"1202","ind466","45-49","f","354","$100,000 to $124,999"
"1203","ind4965","55-59","f","356","$100,000 to $124,999"
"1204","ind4788","50-54","f","358","$100,000 to $124,999"
"1205","ind4952","55-59","f","359","$100,000 to $124,999"
"1206","ind2785","62-64","m","36","$100,000 to $124,999"
"1207","ind472","50-54","f","360","$100,000 to $124,999"
"1208","ind4625","45-49","f","361","$100,000 to $124,999"
"1209","ind4640","45-49","f","362","$100,000 to $124,999"
"1210","ind4901","55-59","f","364","$100,000 to $124,999"
"1211","ind4925","55-59","f","365","$100,000 to $124,999"
"1212","ind4840","50-54","f","366","$100,000 to $124,999"
"1213","ind4969","55-59","f","367","$100,000 to $124,999"
"1214","ind5114","60-61","f","368","$100,000 to $124,999"
"1215","ind2752","62-64","m","37","$100,000 to $124,999"
"1216","ind4783","50-54","f","370","$100,000 to $124,999"
"1217","ind4997","55-59","f","372","$100,000 to $124,999"
"1218","ind5041","55-59","f","373","$100,000 to $124,999"
"1219","ind4805","50-54","f","374","$100,000 to $124,999"
"1220","ind4908","55-59","f","375","$100,000 to $124,999"
"1221","ind4775","50-54","f","377","$100,000 to $124,999"
"1222","ind4792","50-54","f","378","$100,000 to $124,999"
"1223","ind4610","45-49","f","379","$100,000 to $124,999"
"1224","ind2648","55-59","m","38","$100,000 to $124,999"
"1225","ind506","55-59","f","380","$100,000 to $124,999"
"1226","ind4619","45-49","f","381","$100,000 to $124,999"
"1227","ind4696","50-54","f","382","$100,000 to $124,999"
"1228","ind480","50-54","f","383","$100,000 to $124,999"
"1229","ind519","60-61","f","384","$100,000 to $124,999"
"1230","ind5128","60-61","f","385","$100,000 to $124,999"
"1231","ind4910","55-59","f","386","$100,000 to $124,999"
"1232","ind4994","55-59","f","387","$100,000 to $124,999"
"1233","ind4636","45-49","f","388","$100,000 to $124,999"
"1234","ind459","45-49","f","389","$100,000 to $124,999"
"1235","ind5229","62-64","f","390","$100,000 to $124,999"
"1236","ind5243","62-64","f","392","$100,000 to $124,999"
"1237","ind5018","55-59","f","393","$100,000 to $124,999"
"1238","ind5168","60-61","f","395","$100,000 to $124,999"
"1239","ind507","60-61","f","396","$100,000 to $124,999"
"1240","ind486","55-59","f","397","$100,000 to $124,999"
"1241","ind4724","50-54","f","398","$100,000 to $124,999"
"1242","ind5225","62-64","f","399","$100,000 to $124,999"
"1243","ind4777","50-54","f","400","$100,000 to $124,999"
"1244","ind4676","45-49","f","401","$100,000 to $124,999"
"1245","ind4826","50-54","f","404","$100,000 to $124,999"
"1246","ind4763","50-54","f","406","$100,000 to $124,999"
"1247","ind4920","55-59","f","409","$100,000 to $124,999"
"1248","ind2700","60-61","m","41","$100,000 to $124,999"
"1249","ind4971","55-59","f","410","$100,000 to $124,999"
"1250","ind4992","55-59","f","411","$100,000 to $124,999"
"1251","ind5063","55-59","f","412","$100,000 to $124,999"
"1252","ind4785","50-54","f","414","$100,000 to $124,999"
"1253","ind5237","62-64","f","415","$100,000 to $124,999"
"1254","ind4650","45-49","f","416","$100,000 to $124,999"
"1255","ind4812","50-54","f","417","$100,000 to $124,999"
"1256","ind4648","45-49","f","419","$100,000 to $124,999"
"1257","ind4902","55-59","f","420","$100,000 to $124,999"
"1258","ind5200","60-61","f","421","$100,000 to $124,999"
"1259","ind4787","50-54","f","422","$125,000 to $149,999"
"1260","ind5199","60-61","f","423","$125,000 to $149,999"
"1261","ind4663","45-49","f","424","$125,000 to $149,999"
"1262","ind4771","50-54","f","426","$125,000 to $149,999"
"1263","ind4589","45-49","f","427","$125,000 to $149,999"
"1264","ind5073","60-61","f","428","$125,000 to $149,999"
"1265","ind4985","55-59","f","429","$125,000 to $149,999"
"1266","ind2325","50-54","m","43","$125,000 to $149,999"
"1267","ind4780","50-54","f","430","$125,000 to $149,999"
"1268","ind471","50-54","f","431","$125,000 to $149,999"
"1269","ind499","55-59","f","432","$125,000 to $149,999"
"1270","ind4949","55-59","f","433","$125,000 to $149,999"
"1271","ind5150","60-61","f","436","$125,000 to $149,999"
"1272","ind4988","55-59","f","437","$125,000 to $149,999"
"1273","ind4667","45-49","f","438","$125,000 to $149,999"
"1274","ind4955","55-59","f","440","$125,000 to $149,999"
"1275","ind4833","50-54","f","441","$125,000 to $149,999"
"1276","ind4935","55-59","f","442","$125,000 to $149,999"
"1277","ind4600","45-49","f","443","$125,000 to $149,999"
"1278","ind4678","45-49","f","445","$125,000 to $149,999"
"1279","ind4979","55-59","f","446","$125,000 to $149,999"
"1280","ind5055","55-59","f","447","$125,000 to $149,999"
"1281","ind521","62-64","f","448","$125,000 to $149,999"
"1282","ind4975","55-59","f","449","$150,000 to $199,999"
"1283","ind2654","55-59","m","45","$150,000 to $199,999"
"1284","ind4641","45-49","f","450","$150,000 to $199,999"
"1285","ind5142","60-61","f","451","$150,000 to $199,999"
"1286","ind5024","55-59","f","452","$150,000 to $199,999"
"1287","ind5232","62-64","f","453","$150,000 to $199,999"
"1288","ind4680","45-49","f","454","$150,000 to $199,999"
"1289","ind5032","55-59","f","456","$150,000 to $199,999"
"1290","ind4797","50-54","f","457","$150,000 to $199,999"
"1291","ind520","60-61","f","458","$150,000 to $199,999"
"1292","ind4730","50-54","f","461","$150,000 to $199,999"
"1293","ind4796","50-54","f","463","$150,000 to $199,999"
"1294","ind4857","55-59","f","464","$150,000 to $199,999"
"1295","ind4717","50-54","f","465","$150,000 to $199,999"
"1296","ind5019","55-59","f","467","$150,000 to $199,999"
"1297","ind5196","60-61","f","468","$150,000 to $199,999"
"1298","ind4913","55-59","f","469","$150,000 to $199,999"
"1299","ind2747","62-64","m","47","$150,000 to $199,999"
"1300","ind4599","45-49","f","470","$150,000 to $199,999"
"1301","ind4831","50-54","f","471","$150,000 to $199,999"
"1302","ind5158","60-61","f","473","$150,000 to $199,999"
"1303","ind4585","45-49","f","474","$150,000 to $199,999"
"1304","ind4907","55-59","f","475","$150,000 to $199,999"
"1305","ind5203","60-61","f","477","$150,000 to $199,999"
"1306","ind5179","60-61","f","478","$150,000 to $199,999"
"1307","ind5051","55-59","f","479","$150,000 to $199,999"
"1308","ind4893","55-59","f","483","$150,000 to $199,999"
"1309","ind4828","50-54","f","484","$150,000 to $199,999"
"1310","ind5021","55-59","f","486","$150,000 to $199,999"
"1311","ind4966","55-59","f","487","$150,000 to $199,999"
"1312","ind5236","62-64","f","488","$150,000 to $199,999"
"1313","ind5101","60-61","f","489","$150,000 to $199,999"
"1314","ind478","50-54","f","490","$150,000 to $199,999"
"1315","ind5183","60-61","f","491","$150,000 to $199,999"
"1316","ind4871","55-59","f","492","$150,000 to $199,999"
"1317","ind4817","50-54","f","493","$150,000 to $199,999"
"1318","ind5207","62-64","f","494","$150,000 to $199,999"
"1319","ind5181","60-61","f","498","$150,000 to $199,999"
"1320","ind5190","60-61","f","499","$150,000 to $199,999"
"1321","ind2692","60-61","m","51","$150,000 to $199,999"
"1322","ind277","62-64","m","52","$150,000 to $199,999"
"1323","ind2331","50-54","m","54","$150,000 to $199,999"
"1324","ind2798","62-64","m","55","$150,000 to $199,999"
"1325","ind2498","50-54","m","56","$150,000 to $199,999"
"1326","ind2794","62-64","m","57","$150,000 to $199,999"
"1327","ind2668","60-61","m","59","$150,000 to $199,999"
"1328","ind2470","50-54","m","60","$150,000 to $199,999"
"1329","ind2810","62-64","m","61","$150,000 to $199,999"
"1330","ind266","55-59","m","63","$150,000 to $199,999"
"1331","ind2432","50-54","m","64","$150,000 to $199,999"
"1332","ind2674","60-61","m","65","$150,000 to $199,999"
"1333","ind252","55-59","m","66","$150,000 to $199,999"
"1334","ind270","60-61","m","68","$150,000 to $199,999"
"1335","ind2336","50-54","m","69","$150,000 to $199,999"
"1336","ind2571","55-59","m","70","$150,000 to $199,999"
"1337","ind2572","55-59","m","71","$150,000 to $199,999"
"1338","ind2595","55-59","m","72","$150,000 to $199,999"
"1339","ind2782","62-64","m","73","$150,000 to $199,999"
"1340","ind248","50-54","m","74","$150,000 to $199,999"
"1341","ind2461","50-54","m","75","$150,000 to $199,999"
"1342","ind2550","55-59","m","77","$150,000 to $199,999"
"1343","ind2405","50-54","m","79","$150,000 to $199,999"
"1344","ind2326","50-54","m","80","$150,000 to $199,999"
"1345","ind2449","50-54","m","83","$150,000 to $199,999"
"1346","ind2633","55-59","m","84","$150,000 to $199,999"
"1347","ind3130","70-74","m","100","Less than $10,000"
"1348","ind3065","67-69","m","1000","Less than $10,000"
"1349","ind3353","80-84","m","1001","Less than $10,000"
"1350","ind2908","65-66","m","1002","Less than $10,000"
"1351","ind2929","67-69","m","1003","Less than $10,000"
"1352","ind328","75-79","m","1004","Less than $10,000"
"1353","ind3085","70-74","m","1005","Less than $10,000"
"1354","ind3237","75-79","m","1006","Less than $10,000"
"1355","ind331","75-79","m","1007","Less than $10,000"
"1356","ind2895","65-66","m","1008","Less than $10,000"
"1357","ind3034","67-69","m","1009","Less than $10,000"
"1358","ind2938","67-69","m","101","Less than $10,000"
"1359","ind3243","75-79","m","1010","Less than $10,000"
"1360","ind302","67-69","m","1011","Less than $10,000"
"1361","ind3067","67-69","m","1012","Less than $10,000"
"1362","ind3223","75-79","m","1013","Less than $10,000"
"1363","ind2901","65-66","m","1014","Less than $10,000"
"1364","ind3027","67-69","m","1015","Less than $10,000"
"1365","ind3226","75-79","m","1016","Less than $10,000"
"1366","ind2913","65-66","m","1017","Less than $10,000"
"1367","ind3109","70-74","m","1018","Less than $10,000"
"1368","ind3328","80-84","m","1019","Less than $10,000"
"1369","ind2852","65-66","m","102","Less than $10,000"
"1370","ind3350","80-84","m","1020","Less than $10,000"
"1371","ind3037","67-69","m","1021","Less than $10,000"
"1372","ind3267","75-79","m","1022","Less than $10,000"
"1373","ind3187","70-74","m","1023","Less than $10,000"
"1374","ind2947","67-69","m","1024","Less than $10,000"
"1375","ind2927","67-69","m","1025","Less than $10,000"
"1376","ind2963","67-69","m","1026","Less than $10,000"
"1377","ind3143","70-74","m","1027","Less than $10,000"
"1378","ind3117","70-74","m","1028","Less than $10,000"
"1379","ind2987","67-69","m","1029","Less than $10,000"
"1380","ind3106","70-74","m","103","Less than $10,000"
"1381","ind2877","65-66","m","1030","Less than $10,000"
"1382","ind3146","70-74","m","1031","Less than $10,000"
"1383","ind3352","80-84","m","1032","Less than $10,000"
"1384","ind2958","67-69","m","1033","Less than $10,000"
"1385","ind2997","67-69","m","1034","Less than $10,000"
"1386","ind3308","75-79","m","1035","Less than $10,000"
"1387","ind2914","65-66","m","1036","Less than $10,000"
"1388","ind3340","80-84","m","1037","Less than $10,000"
"1389","ind2989","67-69","m","1038","Less than $10,000"
"1390","ind2966","67-69","m","1039","Less than $10,000"
"1391","ind3206","70-74","m","104","Less than $10,000"
"1392","ind3253","75-79","m","1040","Less than $10,000"
"1393","ind2924","67-69","m","1041","Less than $10,000"
"1394","ind3183","70-74","m","1042","Less than $10,000"
"1395","ind3327","80-84","m","1043","Less than $10,000"
"1396","ind3304","75-79","m","1044","Less than $10,000"
"1397","ind3334","80-84","m","1045","Less than $10,000"
"1398","ind3062","67-69","m","1046","Less than $10,000"
"1399","ind292","67-69","m","1047","Less than $10,000"
"1400","ind3230","75-79","m","1048","Less than $10,000"
"1401","ind289","65-66","m","212","$15,000 to $19,999"
"1402","ind3008","67-69","m","213","$15,000 to $19,999"
"1403","ind3227","75-79","m","214","$15,000 to $19,999"
"1404","ind319","70-74","m","215","$15,000 to $19,999"
"1405","ind2874","65-66","m","216","$15,000 to $19,999"
"1406","ind3244","75-79","m","217","$15,000 to $19,999"
"1407","ind3093","70-74","m","218","$15,000 to $19,999"
"1408","ind332","80-84","m","219","$15,000 to $19,999"
"1409","ind2845","65-66","m","220","$15,000 to $19,999"
"1410","ind3332","80-84","m","221","$15,000 to $19,999"
"1411","ind3284","75-79","m","222","$15,000 to $19,999"
"1412","ind3174","70-74","m","223","$15,000 to $19,999"
"1413","ind2862","65-66","m","224","$15,000 to $19,999"
"1414","ind2907","65-66","m","225","$15,000 to $19,999"
"1415","ind3018","67-69","m","226","$15,000 to $19,999"
"1416","ind3348","80-84","m","227","$15,000 to $19,999"
"1417","ind32","70-74","m","228","$15,000 to $19,999"
"1418","ind3074","67-69","m","229","$15,000 to $19,999"
"1419","ind3020","67-69","m","230","$15,000 to $19,999"
"1420","ind2933","67-69","m","231","$15,000 to $19,999"
"1421","ind2965","67-69","m","232","$15,000 to $19,999"
"1422","ind3079","70-74","m","233","$15,000 to $19,999"
"1423","ind2979","67-69","m","234","$15,000 to $19,999"
"1424","ind306","67-69","m","235","$15,000 to $19,999"
"1425","ind2982","67-69","m","236","$15,000 to $19,999"
"1426","ind3110","70-74","m","237","$15,000 to $19,999"
"1427","ind3152","70-74","m","238","$15,000 to $19,999"
"1428","ind3322","80-84","m","239","$15,000 to $19,999"
"1429","ind316","70-74","m","240","$15,000 to $19,999"
"1430","ind3212","75-79","m","241","$15,000 to $19,999"
"1431","ind297","67-69","m","242","$15,000 to $19,999"
"1432","ind2978","67-69","m","243","$15,000 to $19,999"
"1433","ind3252","75-79","m","244","$15,000 to $19,999"
"1434","ind2936","67-69","m","245","$15,000 to $19,999"
"1435","ind3116","70-74","m","246","$15,000 to $19,999"
"1436","ind3051","67-69","m","247","$15,000 to $19,999"
"1437","ind3170","70-74","m","248","$15,000 to $19,999"
"1438","ind2892","65-66","m","249","$15,000 to $19,999"
"1439","ind3203","70-74","m","250","$15,000 to $19,999"
"1440","ind3119","70-74","m","251","$15,000 to $19,999"
"1441","ind3229","75-79","m","252","$15,000 to $19,999"
"1442","ind290","65-66","m","253","$15,000 to $19,999"
"1443","ind2998","67-69","m","254","$15,000 to $19,999"
"1444","ind3215","75-79","m","255","$15,000 to $19,999"
"1445","ind3311","75-79","m","256","$15,000 to $19,999"
"1446","ind3293","75-79","m","257","$15,000 to $19,999"
"1447","ind2875","65-66","m","258","$15,000 to $19,999"
"1448","ind3175","70-74","m","259","$15,000 to $19,999"
"1449","ind2861","65-66","m","260","$15,000 to $19,999"
"1450","ind3102","70-74","m","261","$15,000 to $19,999"
"1451","ind304","67-69","m","262","$15,000 to $19,999"
"1452","ind3050","67-69","m","263","$15,000 to $19,999"
"1453","ind583","67-69","f","500","$15,000 to $19,999"
"1454","ind922","80-84","f","501","$15,000 to $19,999"
"1455","ind902","80-84","f","502","$15,000 to $19,999"
"1456","ind682","70-74","f","503","$15,000 to $19,999"
"1457","ind712","70-74","f","504","$15,000 to $19,999"
"1458","ind985","85-NA","f","505","$15,000 to $19,999"
"1459","ind863","80-84","f","506","$15,000 to $19,999"
"1460","ind732","70-74","f","507","$15,000 to $19,999"
"1461","ind597","67-69","f","508","$15,000 to $19,999"
"1462","ind5275","65-66","f","509","$15,000 to $19,999"
"1463","ind893","80-84","f","510","$15,000 to $19,999"
"1464","ind842","80-84","f","511","$15,000 to $19,999"
"1465","ind629","70-74","f","512","$15,000 to $19,999"
"1466","ind890","80-84","f","513","$15,000 to $19,999"
"1467","ind559","67-69","f","514","$15,000 to $19,999"
"1468","ind735","70-74","f","515","$15,000 to $19,999"
"1469","ind819","75-79","f","516","$15,000 to $19,999"
"1470","ind61","70-74","f","517","$15,000 to $19,999"
