"","Ind","house","age","sex","income"
"7103","ind6006","4031","22-24","f","$60,000 to $74,999"
"7104","ind6007","2447","22-24","f","$20,000 to $24,999"
"7105","ind6008","4186","22-24","f","$60,000 to $74,999"
"7106","ind6009","719","22-24","f","$100,000 to $124,999"
"7107","ind601","709","22-24","f","$75,000 to $99,999"
"7108","ind6010","4208","22-24","f","$75,000 to $99,999"
"7109","ind6011","2812","22-24","f","$25,000 to $29,999"
"7110","ind6012","3377","22-24","f","$50,000 to $59,999"
"7111","ind6013","3210","22-24","f","$40,000 to $44,999"
"7112","ind6014","3698","22-24","f","$60,000 to $74,999"
"7113","ind6015","3816","22-24","f","$50,000 to $59,999"
"7114","ind6016","2334","22-24","f","$10,000 to $14,999"
"7115","ind6017","4488","22-24","f","$50,000 to $59,999"
"7116","ind6018","2849","22-24","f","$30,000 to $34,999"
"7117","ind6019","4076","22-24","f","$75,000 to $99,999"
"7118","ind602","4890","22-24","f",NA
"7119","ind6020","4768","22-24","f",NA
"7120","ind6021","4363","22-24","f","$40,000 to $44,999"
"7121","ind6022","4890","22-24","f",NA
"7122","ind6023","3958","22-24","f","$60,000 to $74,999"
"7123","ind6024","4789","22-24","f",NA
"7124","ind6025","2949","22-24","f","Less than $10,000"
"7125","ind6026","3009","22-24","f","Less than $10,000"
"7126","ind6027","2528","22-24","f","$20,000 to $24,999"
"7127","ind6028","4139","22-24","f","$75,000 to $99,999"
"7128","ind6029","4472","22-24","f","$45,000 to $49,999"
"7129","ind603","2776","22-24","f","$30,000 to $34,999"
"7130","ind6030","3651","22-24","f","$50,000 to $59,999"
"7131","ind6031","2693","22-24","f","$20,000 to $24,999"
"7132","ind6032","4168","22-24","f","$75,000 to $99,999"
"7133","ind6033","4803","22-24","f",NA
"7134","ind6034","4663","22-24","f",NA
"7135","ind6035","2945","22-24","f","Less than $10,000"
"7136","ind6036","2349","22-24","f","$10,000 to $14,999"
"7137","ind6037","4175","22-24","f","$75,000 to $99,999"
"7138","ind6038","4590","22-24","f","$75,000 to $99,999"
"7139","ind6039","3906","22-24","f","$10,000 to $14,999"
"7140","ind604","4095","22-24","f","$75,000 to $99,999"
"7141","ind6040","2772","22-24","f","$25,000 to $29,999"
"7142","ind6041","4645","22-24","f",NA
"7143","ind6042","4906","22-24","f",NA
"7144","ind6043","3218","22-24","f","$40,000 to $44,999"
"7145","ind6044","4753","22-24","f",NA
"7146","ind6045","4908","22-24","f",NA
"7147","ind6046","748","22-24","f","$100,000 to $124,999"
"7148","ind6047","4559","22-24","f","$75,000 to $99,999"
"7149","ind6048","2266","22-24","f","$10,000 to $14,999"
"7150","ind6049","4660","22-24","f",NA
"7151","ind605","4850","22-24","f",NA
"7152","ind6050","4835","22-24","f",NA
"7153","ind6051","3875","22-24","f","$60,000 to $74,999"
"7154","ind6052","2876","22-24","f","$30,000 to $34,999"
"7155","ind6053","723","22-24","f","$100,000 to $124,999"
"7156","ind6054","3625","22-24","f","$50,000 to $59,999"
"7157","ind6055","4859","22-24","f",NA
"7158","ind6056","2656","22-24","f","$20,000 to $24,999"
"7159","ind6057","3126","22-24","f","$40,000 to $44,999"
"7160","ind6058","4917","22-24","f",NA
"7161","ind6059","2371","22-24","f","$10,000 to $14,999"
"7162","ind606","4760","22-24","f",NA
"7163","ind6060","4162","22-24","f","$60,000 to $74,999"
"7164","ind6061","4127","22-24","f","$60,000 to $74,999"
"7165","ind6062","2500","22-24","f","$15,000 to $19,999"
"7166","ind6063","4742","22-24","f",NA
"7167","ind6064","4921","22-24","f",NA
"7168","ind6065","4893","22-24","f",NA
"7169","ind6066","3620","22-24","f","$50,000 to $59,999"
"7170","ind6067","2770","22-24","f","$25,000 to $29,999"
"7171","ind6068","4702","22-24","f",NA
"7172","ind6069","3057","22-24","f","$35,000 to $39,999"
"7173","ind607","4501","22-24","f","$60,000 to $74,999"
"7174","ind6070","4283","22-24","f","$60,000 to $74,999"
"7175","ind6071","765","22-24","f","$100,000 to $124,999"
"7176","ind6072","2610","22-24","f","Less than $10,000"
"7177","ind6073","4306","22-24","f","$35,000 to $39,999"
"7178","ind6074","4384","22-24","f","$45,000 to $49,999"
"7179","ind6075","3122","22-24","f","Less than $10,000"
"7180","ind6076","4630","22-24","f",NA
"7181","ind6077","2280","22-24","f","$10,000 to $14,999"
"7182","ind6078","3270","22-24","f","$45,000 to $49,999"
"7183","ind6079","4347","22-24","f","$40,000 to $44,999"
"7184","ind608","2873","22-24","f","$25,000 to $29,999"
"7185","ind6080","4848","22-24","f",NA
"7186","ind6081","2480","22-24","f","$15,000 to $19,999"
"7187","ind6082","4826","22-24","f",NA
"7188","ind6083","2578","22-24","f","$20,000 to $24,999"
"7189","ind6084","3373","22-24","f","$50,000 to $59,999"
"7190","ind6085","4884","22-24","f",NA
"7191","ind6086","4881","22-24","f",NA
"7192","ind6087","3664","22-24","f","$60,000 to $74,999"
"7193","ind6088","2647","22-24","f","Less than $10,000"
"7194","ind6089","2327","22-24","f","$10,000 to $14,999"
"7195","ind609","2692","22-24","f","$25,000 to $29,999"
"7196","ind6090","3309","22-24","f","$45,000 to $49,999"
"7197","ind6091","2346","22-24","f","$10,000 to $14,999"
"7198","ind6092","4357","22-24","f","$40,000 to $44,999"
"7199","ind6093","3002","22-24","f","$35,000 to $39,999"
"7200","ind6094","3064","22-24","f","$40,000 to $44,999"
"7201","ind6095","3621","22-24","f","$50,000 to $59,999"
"7202","ind6096","2462","22-24","f","Less than $10,000"
"7203","ind6097","4280","22-24","f","$60,000 to $74,999"
"7204","ind6098","4509","22-24","f","$60,000 to $74,999"
"7205","ind6099","3832","22-24","f","$60,000 to $74,999"
"7206","ind61","3170","22-24","f","$45,000 to $49,999"
"7207","ind610","3857","22-24","f","$60,000 to $74,999"
"7208","ind6100","3636","22-24","f","$50,000 to $59,999"
"7209","ind6101","4464","22-24","f","$45,000 to $49,999"
"7210","ind6102","4897","22-24","f",NA
"7211","ind6103","3054","22-24","f","$40,000 to $44,999"
"7212","ind6104","4912","22-24","f",NA
"7213","ind6105","3342","22-24","f","$50,000 to $59,999"
"7214","ind6106","2275","22-24","f","Less than $10,000"
"7215","ind6107","4679","22-24","f",NA
"7216","ind6108","732","22-24","f","$100,000 to $124,999"
"7217","ind6109","3343","22-24","f","$50,000 to $59,999"
"7218","ind611","2948","22-24","f","Less than $10,000"
"7219","ind6110","2844","22-24","f","$30,000 to $34,999"
"7220","ind6111","2592","22-24","f","$25,000 to $29,999"
"7221","ind6112","3759","22-24","f","$50,000 to $59,999"
"7222","ind6113","2506","22-24","f","$15,000 to $19,999"
"7223","ind6114","2539","22-24","f","$20,000 to $24,999"
"7224","ind6115","2268","22-24","f","Less than $10,000"
"7225","ind6116","3683","22-24","f","$50,000 to $59,999"
"7226","ind6117","721","22-24","f","$100,000 to $124,999"
"7227","ind6118","2819","22-24","f","Less than $10,000"
"7228","ind6119","2935","22-24","f","$35,000 to $39,999"
"7229","ind612","4070","22-24","f","$75,000 to $99,999"
"7230","ind6120","4910","22-24","f",NA
"7231","ind6121","2330","22-24","f","$10,000 to $14,999"
"7232","ind6122","3456","22-24","f","$50,000 to $59,999"
"7233","ind6123","4829","22-24","f",NA
"7234","ind6124","2632","22-24","f","$25,000 to $29,999"
"7235","ind6125","2986","22-24","f","$30,000 to $34,999"
"7236","ind6126","3838","22-24","f","$60,000 to $74,999"
"7237","ind6127","3506","22-24","f","$10,000 to $14,999"
"7238","ind6128","2705","22-24","f","$20,000 to $24,999"
"7239","ind6129","753","22-24","f","$100,000 to $124,999"
"7240","ind613","4263","22-24","f","$75,000 to $99,999"
"7241","ind6130","2675","22-24","f","$25,000 to $29,999"
"7242","ind6131","4200","22-24","f","$60,000 to $74,999"
"7243","ind6132","2279","22-24","f","$10,000 to $14,999"
"7244","ind6133","3789","22-24","f","$50,000 to $59,999"
"7245","ind6134","2695","22-24","f","$25,000 to $29,999"
"7246","ind6135","757","22-24","f","$100,000 to $124,999"
"7247","ind6136","4867","22-24","f",NA
"7248","ind6137","3413","25-29","f","$50,000 to $59,999"
"7249","ind6138","4831","25-29","f",NA
"7250","ind6139","4456","25-29","f","$75,000 to $99,999"
"7251","ind614","4034","25-29","f","$60,000 to $74,999"
"7252","ind6140","2859","25-29","f","$25,000 to $29,999"
"7253","ind6141","2858","25-29","f","$30,000 to $34,999"
"7254","ind6142","4224","25-29","f","$75,000 to $99,999"
"7255","ind6143","4858","25-29","f",NA
"7256","ind6144","4540","25-29","f","$75,000 to $99,999"
"7257","ind6145","4865","25-29","f",NA
"7258","ind6146","4635","25-29","f",NA
"7259","ind6147",NA,"25-29","f",NA
"7260","ind6148","747","25-29","f","$100,000 to $124,999"
"7261","ind6149","3745","25-29","f","$60,000 to $74,999"
"7262","ind615","3115","25-29","f","$40,000 to $44,999"
"7263","ind6150","4635","25-29","f",NA
"7264","ind6151","2668","25-29","f","$20,000 to $24,999"
"7265","ind6152","2756","25-29","f","$20,000 to $24,999"
"7266","ind6153","3216","25-29","f","$45,000 to $49,999"
"7267","ind6154","705","25-29","f","$100,000 to $124,999"
"7268","ind6155","3587","25-29","f","$50,000 to $59,999"
"7269","ind6156","4814","25-29","f",NA
"7270","ind6157","3973","25-29","f","$50,000 to $59,999"
"7271","ind6158","4572","25-29","f","$75,000 to $99,999"
"7272","ind6159","2350","25-29","f","$10,000 to $14,999"
"7273","ind616","3967","25-29","f","$60,000 to $74,999"
"7274","ind6160","4911","25-29","f",NA
"7275","ind6161","3557","25-29","f","$50,000 to $59,999"
"7276","ind6162","2370","25-29","f","$15,000 to $19,999"
"7277","ind6163","2549","25-29","f","$20,000 to $24,999"
"7278","ind6164","4453","25-29","f","$75,000 to $99,999"
"7279","ind6165","4695","25-29","f",NA
"7280","ind6166","3168","25-29","f","$40,000 to $44,999"
"7281","ind6167","3183","25-29","f","$40,000 to $44,999"
"7282","ind6168","4703","25-29","f",NA
"7283","ind6169","2410","25-29","f","$15,000 to $19,999"
"7284","ind617","4447","25-29","f","$75,000 to $99,999"
"7285","ind6170","3422","25-29","f","$50,000 to $59,999"
"7286","ind6171","2808","25-29","f","$25,000 to $29,999"
"7287","ind6172","2845","25-29","f","$30,000 to $34,999"
"7288","ind6173","3893","25-29","f","$50,000 to $59,999"
"7289","ind6174","4286","25-29","f","$60,000 to $74,999"
"7290","ind6175","2630","25-29","f","$25,000 to $29,999"
"7291","ind6176","4708","25-29","f",NA
"7292","ind6177","2306","25-29","f","$10,000 to $14,999"
"7293","ind6178","3044","25-29","f","$35,000 to $39,999"
"7294","ind6179","4777","25-29","f",NA
"7295","ind618","2527","25-29","f","$20,000 to $24,999"
"7296","ind6180","4465","25-29","f","$75,000 to $99,999"
"7297","ind6181","4503","25-29","f","$75,000 to $99,999"
"7298","ind6182","3390","25-29","f","$45,000 to $49,999"
"7299","ind6183","4321","25-29","f","$60,000 to $74,999"
"7300","ind6184","2700","25-29","f","$25,000 to $29,999"
"7301","ind6185","2324","25-29","f","$10,000 to $14,999"
"7302","ind6186","2751","25-29","f","$30,000 to $34,999"
"7303","ind6187","4156","25-29","f","$75,000 to $99,999"
"7304","ind6188","766","25-29","f","$100,000 to $124,999"
"7305","ind6189","715","25-29","f","$100,000 to $124,999"
"7306","ind619","2563","25-29","f","$20,000 to $24,999"
"7307","ind6190","4854","25-29","f",NA
"7308","ind6191","4446","25-29","f","$75,000 to $99,999"
"7309","ind6192","3074","25-29","f","$40,000 to $44,999"
"7310","ind6193","3052","25-29","f","$40,000 to $44,999"
"7311","ind6194","4738","25-29","f",NA
"7312","ind6195","3971","25-29","f","$50,000 to $59,999"
"7313","ind6196","3945","25-29","f","$60,000 to $74,999"
"7314","ind6197","4417","25-29","f","$75,000 to $99,999"
"7315","ind6198","2903","25-29","f","$25,000 to $29,999"
"7316","ind6199","2423","25-29","f","$15,000 to $19,999"
"7317","ind62","4661","25-29","f",NA
"7318","ind620","4703","25-29","f",NA
"7319","ind6200","3499","25-29","f","$50,000 to $59,999"
"7320","ind6201","2775","25-29","f","$25,000 to $29,999"
"7321","ind6202","2292","25-29","f","$10,000 to $14,999"
"7322","ind6203","4915","25-29","f",NA
"7323","ind6204","4767","25-29","f",NA
"7324","ind6205","4786","25-29","f",NA
"7325","ind6206","3790","25-29","f","$60,000 to $74,999"
"7326","ind6207","2818","25-29","f","$25,000 to $29,999"
"7327","ind6208","3131","25-29","f","$35,000 to $39,999"
"7328","ind6209","718","25-29","f","$100,000 to $124,999"
"7329","ind621","3613","25-29","f","$50,000 to $59,999"
"7330","ind6210","4733","25-29","f",NA
"7331","ind6211","2368","25-29","f","$15,000 to $19,999"
"7332","ind6212",NA,"25-29","f",NA
"7333","ind6213","3885","25-29","f","$50,000 to $59,999"
"7334","ind6214","2403","25-29","f","$15,000 to $19,999"
"7335","ind6215","3100","25-29","f","$35,000 to $39,999"
"7336","ind6216","3614","25-29","f","$50,000 to $59,999"
"7337","ind6217","3936","25-29","f","$50,000 to $59,999"
"7338","ind6218","3812","25-29","f","$60,000 to $74,999"
"7339","ind6219","3776","25-29","f","$50,000 to $59,999"
"7340","ind622","2520","25-29","f","$20,000 to $24,999"
"7341","ind6220","3850","25-29","f","$50,000 to $59,999"
"7342","ind6221","3818","25-29","f","$60,000 to $74,999"
"7343","ind6222","4914","25-29","f",NA
"7344","ind6223","4230","25-29","f","$75,000 to $99,999"
"7345","ind6224","2862","25-29","f","$25,000 to $29,999"
"7346","ind6225","728","25-29","f","$100,000 to $124,999"
"7347","ind6226","2515","25-29","f","$20,000 to $24,999"
"7348","ind6227","3303","25-29","f","$45,000 to $49,999"
"7349","ind6228","2891","25-29","f","$30,000 to $34,999"
"7350","ind6229","2543","25-29","f","$20,000 to $24,999"
"7351","ind623","3116","25-29","f","$35,000 to $39,999"
"7352","ind6230","4575","25-29","f","$75,000 to $99,999"
"7353","ind6231","2699","25-29","f","$25,000 to $29,999"
"7354","ind6232","2615","25-29","f","$20,000 to $24,999"
"7355","ind6233","4325","25-29","f","$60,000 to $74,999"
"7356","ind6234","3681","25-29","f","$50,000 to $59,999"
"7357","ind6235","4727","25-29","f",NA
"7358","ind6236","4091","25-29","f","$75,000 to $99,999"
"7359","ind6237","4859","25-29","f",NA
"7360","ind6238","3129","25-29","f","$40,000 to $44,999"
"7361","ind6239","3754","25-29","f","$60,000 to $74,999"
"7362","ind624","2762","25-29","f","$30,000 to $34,999"
"7363","ind6240","3602","25-29","f","$50,000 to $59,999"
"7364","ind6241","2703","25-29","f","$20,000 to $24,999"
"7365","ind6242","4856","25-29","f",NA
"7366","ind6243","2715","25-29","f","$20,000 to $24,999"
"7367","ind6244","2262","25-29","f","Less than $10,000"
"7368","ind6245","4785","25-29","f",NA
"7369","ind6246","2608","25-29","f","$20,000 to $24,999"
"7370","ind6247","2727","25-29","f","$25,000 to $29,999"
"7371","ind6248","4531","25-29","f","$75,000 to $99,999"
"7372","ind6249","2457","25-29","f","$20,000 to $24,999"
"7373","ind625","2993","25-29","f","$35,000 to $39,999"
"7374","ind6250","4117","25-29","f","$75,000 to $99,999"
"7375","ind6251","4852","25-29","f",NA
"7376","ind6252","4101","25-29","f","$75,000 to $99,999"
"7377","ind6253","4797","25-29","f",NA
"7378","ind6254","2583","25-29","f","$20,000 to $24,999"
"7379","ind6255","4030","25-29","f","$60,000 to $74,999"
"7380","ind6256","4075","25-29","f","$60,000 to $74,999"
"7381","ind6257","4129","25-29","f","$75,000 to $99,999"
"7382","ind6258","3515","25-29","f","$50,000 to $59,999"
"7383","ind6259","2880","25-29","f","$25,000 to $29,999"
"7384","ind626","2840","25-29","f","$25,000 to $29,999"
"7385","ind6260","720","25-29","f","$100,000 to $124,999"
"7386","ind6261","2550","25-29","f","$20,000 to $24,999"
"7387","ind6262","3482","25-29","f","$45,000 to $49,999"
"7388","ind6263","3618","25-29","f","$50,000 to $59,999"
"7389","ind6264","3840","25-29","f","$60,000 to $74,999"
"7390","ind6265","4517","25-29","f","$75,000 to $99,999"
"7391","ind6266","3963","25-29","f","$60,000 to $74,999"
"7392","ind6267","4926","25-29","f",NA
"7393","ind6268","3181","25-29","f","$40,000 to $44,999"
"7394","ind6269","4851","25-29","f",NA
"7395","ind627","4698","25-29","f",NA
"7396","ind6270","3469","25-29","f","$50,000 to $59,999"
"7397","ind6271","4923","25-29","f",NA
"7398","ind6272","712","25-29","f","$100,000 to $124,999"
"7399","ind6273","4061","25-29","f","$60,000 to $74,999"
"7400","ind6274","2978","25-29","f","$30,000 to $34,999"
"7401","ind6275","761","25-29","f","$100,000 to $124,999"
"7402","ind6276","750","25-29","f","$100,000 to $124,999"
"7403","ind6277","4233","25-29","f","$75,000 to $99,999"
"7404","ind6278","4875","25-29","f",NA
"7405","ind6279","2606","25-29","f","$20,000 to $24,999"
"7406","ind628","3328","25-29","f","$45,000 to $49,999"
"7407","ind6280","3551","25-29","f","$50,000 to $59,999"
"7408","ind6281","3594","25-29","f","$50,000 to $59,999"
"7409","ind6282","3118","25-29","f","$35,000 to $39,999"
"7410","ind6283","3448","25-29","f","$50,000 to $59,999"
"7411","ind6284","4877","25-29","f",NA
"7412","ind6285","2427","25-29","f","$15,000 to $19,999"
"7413","ind6286","3624","25-29","f","$50,000 to $59,999"
"7414","ind6287","3458","25-29","f","$45,000 to $49,999"
"7415","ind6288","2337","25-29","f","$10,000 to $14,999"
"7416","ind6289","4649","25-29","f",NA
"7417","ind629","3200","25-29","f","$45,000 to $49,999"
"7418","ind6290","4667","25-29","f",NA
"7419","ind6291","4164","25-29","f","$60,000 to $74,999"
"7420","ind6292","2959","25-29","f","$25,000 to $29,999"
"7421","ind6293","2505","25-29","f","$15,000 to $19,999"
"7422","ind6294","727","25-29","f","$100,000 to $124,999"
"7423","ind6295","760","25-29","f","$100,000 to $124,999"
"7424","ind6296","2655","25-29","f","$25,000 to $29,999"
"7425","ind6297","2387","25-29","f","$15,000 to $19,999"
"7426","ind6298","2582","25-29","f","$20,000 to $24,999"
"7427","ind6299","3496","25-29","f","$50,000 to $59,999"
"7428","ind63","4665","25-29","f",NA
"7429","ind630","4082","25-29","f","$75,000 to $99,999"
"7430","ind6300","4173","25-29","f","$75,000 to $99,999"
"7431","ind6301","3888","25-29","f","$60,000 to $74,999"
"7432","ind6302","722","25-29","f","$100,000 to $124,999"
"7433","ind6303","2909","25-29","f","$25,000 to $29,999"
"7434","ind6304","4510","25-29","f","$75,000 to $99,999"
"7435","ind6305","4589","25-29","f","$75,000 to $99,999"
"7436","ind6306","2388","25-29","f","$10,000 to $14,999"
"7437","ind6307","3321","25-29","f","$45,000 to $49,999"
"7438","ind6308","3114","25-29","f","$40,000 to $44,999"
"7439","ind6309","4656","25-29","f",NA
"7440","ind631","2679","25-29","f","$20,000 to $24,999"
"7441","ind6310","4860","25-29","f",NA
"7442","ind6311","3658","25-29","f","$50,000 to $59,999"
"7443","ind6312","752","25-29","f","$100,000 to $124,999"
"7444","ind6313","3376","25-29","f","$50,000 to $59,999"
"7445","ind6314","2497","25-29","f","$15,000 to $19,999"
"7446","ind6315","4432","25-29","f","$75,000 to $99,999"
"7447","ind6316","2742","25-29","f","$30,000 to $34,999"
"7448","ind6317","2465","25-29","f","$20,000 to $24,999"
"7449","ind6318","4871","25-29","f",NA
"7450","ind6319","2651","25-29","f","$20,000 to $24,999"
"7451","ind632","3196","25-29","f","$45,000 to $49,999"
"7452","ind6320","3931","25-29","f","$50,000 to $59,999"
"7453","ind6321","2753","25-29","f","$20,000 to $24,999"
"7454","ind6322","4774","25-29","f",NA
"7455","ind6323","4871","25-29","f",NA
"7456","ind6324","4471","25-29","f","$75,000 to $99,999"
"7457","ind6325","4739","25-29","f",NA
"7458","ind6326","4223","25-29","f","$75,000 to $99,999"
"7459","ind6327","755","25-29","f","$100,000 to $124,999"
"7460","ind6328","4632","25-29","f",NA
"7461","ind6329","3612","25-29","f","$50,000 to $59,999"
"7462","ind633","2444","25-29","f","$20,000 to $24,999"
"7463","ind6330","3336","25-29","f","$45,000 to $49,999"
"7464","ind6331","737","25-29","f","$100,000 to $124,999"
"7465","ind6332","3311","25-29","f","$45,000 to $49,999"
"7466","ind6333","3409","25-29","f","$45,000 to $49,999"
"7467","ind6334","4898","25-29","f",NA
"7468","ind6335","3833","25-29","f","$50,000 to $59,999"
"7469","ind6336","3396","25-29","f","$45,000 to $49,999"
"7470","ind6337","2509","25-29","f","$15,000 to $19,999"
"7471","ind6338","2977","25-29","f","$30,000 to $34,999"
"7472","ind6339","4648","25-29","f",NA
"7473","ind634","2492","25-29","f","$15,000 to $19,999"
"7474","ind6340","4925","25-29","f",NA
"7475","ind6341","3937","25-29","f","$60,000 to $74,999"
"7476","ind6342","3725","25-29","f","$60,000 to $74,999"
"7477","ind6343","3212","25-29","f","$45,000 to $49,999"
"7478","ind6344","4443","25-29","f","$75,000 to $99,999"
"7479","ind6345","3638","25-29","f","$50,000 to $59,999"
"7480","ind6346","4696","25-29","f",NA
"7481","ind6347","3690","25-29","f","$60,000 to $74,999"
"7482","ind6348","2459","25-29","f","$15,000 to $19,999"
"7483","ind6349","2684","25-29","f","$20,000 to $24,999"
"7484","ind635","4268","25-29","f","$75,000 to $99,999"
"7485","ind6350","2384","25-29","f","$10,000 to $14,999"
"7486","ind6351","4541","25-29","f","$75,000 to $99,999"
"7487","ind6352","4818","25-29","f",NA
"7488","ind6353","2382","25-29","f","$10,000 to $14,999"
"7489","ind6354","2554","25-29","f","$20,000 to $24,999"
"7490","ind6355","4852","25-29","f",NA
"7491","ind6356","2769","25-29","f","$25,000 to $29,999"
"7492","ind6357","3494","25-29","f","$50,000 to $59,999"
"7493","ind6358","4721","25-29","f",NA
"7494","ind6359","726","25-29","f","$100,000 to $124,999"
"7495","ind636","3380","25-29","f","$50,000 to $59,999"
"7496","ind6360","2871","25-29","f","$25,000 to $29,999"
"7497","ind6361","3600","25-29","f","$50,000 to $59,999"
"7498","ind6362","4072","25-29","f","$75,000 to $99,999"
"7499","ind6363","2385","25-29","f","$10,000 to $14,999"
"7500","ind6364","3198","25-29","f","$45,000 to $49,999"
"7501","ind6365","3325","25-29","f","$45,000 to $49,999"
"7502","ind6366","4628","25-29","f",NA
"7503","ind6367","3015","25-29","f","$40,000 to $44,999"
"7504","ind6368","4686","25-29","f",NA
"7505","ind6369","4415","25-29","f","$75,000 to $99,999"
"7506","ind637","4910","25-29","f",NA
"7507","ind6370","4455","25-29","f","$75,000 to $99,999"
"7508","ind6371","4822","25-29","f",NA
"7509","ind6372","4825","25-29","f",NA
"7510","ind6373","4636","25-29","f",NA
"7511","ind6374","4183","25-29","f","$60,000 to $74,999"
"7512","ind6375","3491","25-29","f","$50,000 to $59,999"
"7513","ind6376","2490","25-29","f","$20,000 to $24,999"
"7514","ind6377","3081","25-29","f","$40,000 to $44,999"
"7515","ind6378","2415","25-29","f","$15,000 to $19,999"
"7516","ind6379","3392","25-29","f","$50,000 to $59,999"
"7517","ind638","2574","25-29","f","$20,000 to $24,999"
"7518","ind6380","4520","25-29","f","$75,000 to $99,999"
"7519","ind6381","4809","25-29","f",NA
"7520","ind6382","3675","25-29","f","$60,000 to $74,999"
"7521","ind6383","4094","25-29","f","$60,000 to $74,999"
"7522","ind6384","4457","25-29","f","$75,000 to $99,999"
"7523","ind6385","3166","25-29","f","$40,000 to $44,999"
"7524","ind6386","4576","25-29","f","$75,000 to $99,999"
"7525","ind6387","3050","25-29","f","$35,000 to $39,999"
"7526","ind6388","706","25-29","f","$100,000 to $124,999"
"7527","ind6389","2618","25-29","f","$20,000 to $24,999"
"7528","ind639","3669","25-29","f","$50,000 to $59,999"
"7529","ind6390","3107","25-29","f","$40,000 to $44,999"
"7530","ind6391","4470","25-29","f","$75,000 to $99,999"
"7531","ind6392","4739","25-29","f",NA
"7532","ind6393","2644","25-29","f","$25,000 to $29,999"
"7533","ind6394","2601","25-29","f","$25,000 to $29,999"
"7534","ind6395","2777","25-29","f","$30,000 to $34,999"
"7535","ind6396","4745","25-29","f",NA
"7536","ind6397","2256","25-29","f","Less than $10,000"
"7537","ind6398","4313","25-29","f","$60,000 to $74,999"
"7538","ind6399","3146","25-29","f","$40,000 to $44,999"
"7539","ind64","4438","25-29","f","$75,000 to $99,999"
"7540","ind640","3040","25-29","f","$40,000 to $44,999"
"7541","ind6400","3601","25-29","f","$50,000 to $59,999"
"7542","ind6401","734","25-29","f","$100,000 to $124,999"
"7543","ind6402","4256","25-29","f","$75,000 to $99,999"
"7544","ind6403","4375","25-29","f","$60,000 to $74,999"
"7545","ind6404","3510","25-29","f","$50,000 to $59,999"
"7546","ind6405","3606","25-29","f","$50,000 to $59,999"
"7547","ind6406","2343","25-29","f","$10,000 to $14,999"
"7548","ind6407","731","25-29","f","$100,000 to $124,999"
"7549","ind6408","2911","25-29","f","$25,000 to $29,999"
"7550","ind6409","3406","25-29","f","$45,000 to $49,999"
"7551","ind641","3353","25-29","f","$45,000 to $49,999"
"7552","ind6410","2472","25-29","f","$15,000 to $19,999"
"7553","ind6411","4892","25-29","f",NA
"7554","ind6412","3844","25-29","f","$60,000 to $74,999"
"7555","ind6413","2598","25-29","f","$25,000 to $29,999"
"7556","ind6414","4837","25-29","f",NA
"7557","ind6415","2685","25-29","f","$20,000 to $24,999"
"7558","ind6416","3536","25-29","f","$50,000 to $59,999"
"7559","ind6417","3480","25-29","f","$50,000 to $59,999"
"7560","ind6418","4759","25-29","f",NA
"7561","ind6419","3215","25-29","f","$45,000 to $49,999"
"7562","ind642","4810","25-29","f",NA
"7563","ind6420","3657","25-29","f","$50,000 to $59,999"
"7564","ind6421","2342","25-29","f","$10,000 to $14,999"
"7565","ind6422","4858","25-29","f",NA
"7566","ind6423","4273","25-29","f","$60,000 to $74,999"
"7567","ind6424","3801","25-29","f","$60,000 to $74,999"
"7568","ind6425","3277","25-29","f","$45,000 to $49,999"
"7569","ind6426","2467","25-29","f","$15,000 to $19,999"
"7570","ind6427","2344","25-29","f","$10,000 to $14,999"
"7571","ind6428","2419","25-29","f","$15,000 to $19,999"
"7572","ind6429","3078","25-29","f","$35,000 to $39,999"
"7573","ind643","2265","25-29","f","$10,000 to $14,999"
"7574","ind6430","2811","25-29","f","$30,000 to $34,999"
"7575","ind6431","4109","25-29","f","$75,000 to $99,999"
"7576","ind6432","4006","25-29","f","$75,000 to $99,999"
"7577","ind6433","3410","25-29","f","$50,000 to $59,999"
"7578","ind6434","2806","25-29","f","$25,000 to $29,999"
"7579","ind6435","4526","25-29","f","$75,000 to $99,999"
"7580","ind6436","3960","30-34","f","$50,000 to $59,999"
"7581","ind6437","3000","30-34","f","$35,000 to $39,999"
"7582","ind6438","2442","30-34","f","$15,000 to $19,999"
"7583","ind6439","4231","30-34","f","$75,000 to $99,999"
"7584","ind644","3742","30-34","f","$60,000 to $74,999"
"7585","ind6440","4024","30-34","f","$75,000 to $99,999"
"7586","ind6441","2863","30-34","f","$30,000 to $34,999"
"7587","ind6442","3719","30-34","f","$50,000 to $59,999"
"7588","ind6443","4054","30-34","f","$60,000 to $74,999"
"7589","ind6444","756","30-34","f","$100,000 to $124,999"
"7590","ind6445","3686","30-34","f","$60,000 to $74,999"
"7591","ind6446","4353","30-34","f","$60,000 to $74,999"
"7592","ind6447","3135","30-34","f","$35,000 to $39,999"
"7593","ind6448","3810","30-34","f","$60,000 to $74,999"
"7594","ind6449","4883","30-34","f",NA
"7595","ind645","3633","30-34","f","$50,000 to $59,999"
"7596","ind6450","3345","30-34","f","$50,000 to $59,999"
"7597","ind6451","3292","30-34","f","$45,000 to $49,999"
"7598","ind6452","4396","30-34","f","$75,000 to $99,999"
"7599","ind6453","4925","30-34","f",NA
"7600","ind6454","4879","30-34","f",NA
"7601","ind6455","729","30-34","f","$100,000 to $124,999"
