"","OBJECTID","LOCNUM","CONAME","STREET","CITY","STATE","STATE_NAME","ZIP","ZIP4","NAICS","SIC","SALESVOL","HDBRCH","ULTNUM","PUBPRV","EMPNUM","FRNCOD","ISCODE","SQFTCODE","LOC_NAME","STATUS","SCORE","SOURCE","REC_TYPE","coords.x1","coords.x2","optional"
"4135","427386","042550753","2BERGEMAN PROJECT GROUP","QUEEN ST","HONOLULU","H","IHawaii","9681","4416","72379901","287410",4,"3","00000000","0",7,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.5203,43.1315,TRUE
"4136","427580","842551752","4NEW HOPE COUNSELING CTR","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4424","36216100","180820",1,"3","00000000","0",3,"1",NA,NA,"7PointAddress",NA,0,"2INFOGROU",0,-72.4431,43.1355000000001,TRUE
"4137","430601","742576175","7QUEEN BEE LLP","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","75312100","765312",7,"3","00000000","0",1,"1",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4726999999999,43.0429000000001,TRUE
"4140","439379","142639049","1BROTHERS CAZIMERO INC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","25122400","273894",7,"2","00000000","0",7,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4397,43.0221000000001,TRUE
"4141","444218","142679836","8JUVENILE DIABETES FOUNDATION","WAIMANU ST","HONOLULU","H","IHawaii","9681","4340","96241902","383223",4,"2","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4258,43.0346000000001,TRUE
"4143","449052","842714102","0ALTRES MEDICAL","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","46214930","180110",4,"3","00000000","0",1,"1",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4453,43.1317000000001,TRUE
"4144","454841","842750848","5POI DOGS DAY CARE & BOARDING","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4330","38129101","807521",0,"2","00000000","0",1.2,"1",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4448999999999,43.1359000000001,TRUE
"4145","455404","542753821","3EVENTS & MINI CARNIVALS","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","67113100","473894",4,"2","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4455,43.1337000000001,TRUE
"4146","455703","542755066","7WESTLINE DEVELOPMENT CORP","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","04239901","950990",5,"2","00000000","0",1,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4425999999999,43.1348000000001,TRUE
"4147","457639","742769763","5WHIPSAW SPORT FISHING INC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4490","14872100","579992",8,"2","00000000","0",4,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4480999999999,43.1346,TRUE
"4148","467160","943057866","4DISTINCTIVE HOME HAWAII CLNG","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","35617200","173490",2,"2","00000000","0",3,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.446,43.0944000000001,TRUE
"4149","477169","843288553","6KAMAAINA SOLAR SOLUTIONS LLC","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","34237203","250740",5,"3","00000000","0",4,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4387,43.0862,TRUE
"4150","480546","943327857","0MOANA HAWAII BOUTIQUE","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4427","14481200","156210",5,"2","00000000","0",2,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4535999999999,43.1390000000001,TRUE
"4151","482206","343339283","0RAINBOWSCUBA.COM","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4","5615100","747240",2,"2","00000000","0",1,"0",NA,NA,"2StreetAddres","s",0,"2INFOGROU",0,-72.4442999999999,43.1341000000001,TRUE
"4152","494108","943369852","0ATM","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","65221100","160210",3,"0","00000000","0",0,"0",NA,NA,"PointAddress",NA,0,"2INFOGROU",0,-72.4578999999999,43.0689,TRUE
"4154","497642","943376040","7ATM","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","75221100","160210",3,"0","00000000","0",0,"0",NA,NA,"PointAddress",NA,0,"2INFOGROU",0,-72.4467999999999,43.0935000000001,TRUE
"4158","514642","843509657","5TINT SHOP HAWAII","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","68111220","375360",1,"3","00000000","0",1,"1",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4276,43.1058000000001,TRUE
"4159","522709","143595237","3RSI REAL ESTATE INC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","05312100","365311",8,"2","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4448999999999,43.0186000000001,TRUE
"4160","529080","643654790","8K W AUTO BODY-ALA MOANA LLC","KONA ST","HONOLULU","H","IHawaii","9681","4342","18111210","275320",1,"2","00000000","0",4,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4431,43.1336000000001,TRUE
"4162","541566","643818163","9OAHU CHARTER SPORT FISHING","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4490","17139902","179993",4,"2","00000000","0",4,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.5071,43.1387000000001,TRUE
"4163","541838","743819659","5BLACKSAND CAPITAL LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","39999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.3868999999999,43.0000000000001,TRUE
"4165","546473","243900399","9AGU RAMEN","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","97225111","758120",8,"2","00000000","0",8,"0",NA,"Y","4PointAddress",NA,0,"2INFOGROU",0,-72.5176999999999,43.1388000000001,TRUE
"4166","556783","443985187","5ALTRES STAFFING","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","45416120","787420",3,"2","00000000","0",5,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4274,43.0827000000001,TRUE
"4168","558049","143990599","1WARD VILLAGE","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","55311200","865120",1,"3","285645172","9",2,"1",NA,NA,"7PointAddress",NA,0,"2INFOGROU",0,-72.4444999999999,43.1339000000001,TRUE
"4169","563096","444024095","9PLACEMENT & FAMILY SVC INC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4340","36241100","883220",5,"2","00000000","0",5,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4447,43.1314,TRUE
"4171","566802","844051095","5SOUTH SHORE MARKET","AUAHI ST","HONOLULU","H","IHawaii","9681","4494","75311200","865120",1,"3","00000000","0",1.1,"1",NA,NA,"7PointAddress",NA,0,"2INFOGROU",0,-72.4435,43.1336000000001,TRUE
"4173","567034","444053089","4HOPSCOTCH","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","04481300","356410",3,"2","00000000","0",7,"0",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4392999999999,43.0863,TRUE
"4175","567051","644053127","6L & L HB INC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4420","57225111","758120",8,"2","00000000","0",8,"0",NA,NA,"3StreetAddres","s",0,"2INFOGROU",0,-72.4093,43.0688000000001,TRUE
"4177","567058","244053141","0MOXY BOUTIQUE","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4520","74481201","056210",1,"2","00000000","0",5,"0",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4625,43.1171000000001,TRUE
"4178","567060","944053146","1CHANCE CUSTOMS","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4423","94413101","155311",1,"2","00000000","0",1,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4442999999999,43.1341000000001,TRUE
"4180","568795","844063154","2MOTOR WORKS INC","CUMMINS ST","HONOLULU","H","IHawaii","9681","4330","58111110","475380",1,"2","00000000","0",2,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.5026999999999,43.1394000000001,TRUE
"4185","568821","444063204","5IDEAL PROPERTIES INC","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","65312100","565310",8,"2","00000000","0",5,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4440999999999,43.1268000000001,TRUE
"4186","569490","744069171","6KAPLOLANI EXPRESS AUTOSPA LLC","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","24231200","650130",9,"3","00000000","0",6,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4485,43.1312,TRUE
"4187","569491","444069172","4AUTO VALUE PARTS STORES","ILANIWAI ST","HONOLULU","H","IHawaii","9681","3522","14413101","155311",1,"3","00000000","0",6,"0M",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4254,43.0795,TRUE
"4188","569502","044069187","8ALTRES HOME CARE","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","46216100","180820",1,"3","00000000","0",3,"1",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4292,43.0798,TRUE
"4189","577401","745108377","8CAROL BAPTISTA & ASSOC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4340","95412130","172910",1,"1","00000000","0",2,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.5037,43.1393,TRUE
"4191","577403","845108808","2LIFESTYLE DESIGN STUDIO","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4424","33371100","657121",1,"2","00000000","0",3,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4263,43.0790000000001,TRUE
"4192","577404","045108825","6SEDONA","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","04522100","353110",4,"3","00000000","0",1.3,"1",NA,NA,"7PointAddress",NA,0,"2INFOGROU",0,-72.4442999999999,43.1341000000001,TRUE
"4193","592108","946821767","4JAPANESE GUIDE TO HAWAII-AL","WAIMANU ST","HONOLULU","H","IHawaii","9681","4341","25111400","127410",7,"3","00000000","0",2,"1",NA,NA,"7StreetAddres","s",0,"2INFOGROU",0,-72.4387,43.0862,TRUE
"4194","592117","746822663","4KCAA MURIEL PRESCHOOL","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4419","96244100","683510",2,"2","210547052","0",1.8,"1",NA,NA,"3StreetAddres","s",0,"2INFOGROU",0,-72.4428999999999,43.1318000000001,TRUE
"4196","592118","246822702","0REDEMPTION BIBLE CLG-GRADUATE","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4422","28131100","886610",7,"0","00000000","0",9,"02",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4251999999999,43.0211,TRUE
"4197","592118","446822721","0NAURU TOWER","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4420","05311100","465130",1,"3","00000000","0",2.7,"1",NA,NA,"8PointAddress",NA,0,"2INFOGROU",0,-72.4427,43.1346,TRUE
"4198","592121","646823056","0KEWALO BASIN HARBOR","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4490","19211200","891210",2,"0","00000000","0",2,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4136999999999,43.0792,TRUE
"4199","608636","148779182","4PACIFIC PRODUCTS CO LTD","AUAHI ST","HONOLULU","H","IHawaii","9681","4413","44244800","951480",1,"3","00000000","0",4,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4396,43.0855000000001,TRUE
"4200","608652","948780650","7U OKADA & CO LTD","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","64244600","251460",1,"4","00000000","0",2.3,"1",NA,NA,"7PointAddress",NA,0,"2INFOGROU",0,-72.4441999999999,43.1336000000001,TRUE
"4201","608668","248782228","0MERLE NORMAN COSMETIC STUDIO","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4520","64461200","159999",2,"2","200953904","0",5,"0M",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4556999999999,43.1433,TRUE
"4202","627916","851068340","2SLUMBERWORLD WARD","WARD AVE","HONOLULU","H","IHawaii","9681","4411","94421101","257121",6,"3","00000000","0",1.2,"1",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.444,43.1327000000001,TRUE
"4203","627917","451068402","0BODY BALANCE","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","37139401","179910",1,"1","00000000","0",2,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4508999999999,43.1454000000001,TRUE
"4204","627918","551068472","3PIER 1 IMPORTS","AUAHI ST","HONOLULU","H","IHawaii","9681","4490","04421101","257121",6,"3","200593012","8",2,"1t",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.508,43.1385000000001,TRUE
"4205","627929","451070355","6ALOHA CASH LLC/H S K HI INC","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","04234203","950443",7,"2","00000000","0",1,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4485,43.1312,TRUE
"4206","652939","954488294","7ASHES TO THE SEA WITH ALOHA","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4","8122100","272610",3,"1","00000000","0",1,"0",NA,NA,"3StreetAddres","s",0,"2INFOGROU",0,-72.4264999999999,43.1089000000001,TRUE
"4208","680340","258158832","4HCCS CONSULTING ASSOC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","35251900","163210",1,"3","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4247,43.1061000000001,TRUE
"4209","680347","958159881","0DISCOVER HAWAII TOURS","WAIMANU ST","HONOLULU","H","IHawaii","9681","4331","95615200","747250",1,"3","00000000","0",3,"1",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4444,43.0959000000001,TRUE
"4210","680350","758160066","5RITZ STORE LLC","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","04481200","256210",4,"3","00000000","0",1.5,"1",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4292,43.0798,TRUE
"4211","680355","358160437","8GAS CO LLC","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4340","52212100","249250",1,"0","339104501","0",2,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.445,43.1333000000001,TRUE
"4213","680376","558161918","6KAMAAINA TERMITE & PEST","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","35617100","973420",1,"3","00000000","0",7.5,"1",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4447,43.1364000000001,TRUE
"4216","680395","658163555","4WORLDWIDE FURNISHINGS","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","84421101","257121",6,"2","00000000","0",2,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4274,43.0827000000001,TRUE
"4217","680432","258166761","5ROSS DRESS FOR LESS","WARD AVE","HONOLULU","H","IHawaii","9681","4410","74522100","153110",2,"4","210427569","8",2,"1R",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4206,43.1249,TRUE
"4218","680433","258166876","1DOLPHIN INSTITUTE","WARD AVE","HONOLULU","H","IHawaii","9681","4332","45417141","687311",1,"0","00000000","0",2,"0",NA,NA,"3StreetAddres","s",0,"2INFOGROU",0,-72.4493999999999,43.1412,TRUE
"4220","680433","658166890","2CONSOLIDATED WARD 16 THEATRE","AUAHI ST","HONOLULU","H","IHawaii","9681","4410","55121310","178320",1,"3","240655828","8",2,"1",NA,NA,"8PointAddress",NA,0,"2INFOGROU",0,-72.4440999999999,43.1335,TRUE
"4221","680434","058166917","3CHEAP RENT A CAR","HOPAKA ST","HONOLULU","H","IHawaii","9681","4340","65321110","175140",1,"2","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4531999999999,43.1200000000001,TRUE
"4223","720977","262794470","5DND TOWING","WAIMANU ST","HONOLULU","H","IHawaii","9681","4424","74884100","675490",1,"1","00000000","0",1,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.5108,43.0266000000001,TRUE
"4225","740020","864949164","4TANGO CONTEMPORARY CAFE","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","37225111","758120",8,"3","00000000","0",2.4,"1",NA,"3","6PointAddress",NA,0,"2INFOGROU",0,-72.4548999999999,43.1017000000001,TRUE
"4226","743263","465230552","5KO'OLANI AOAO","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","85311100","465130",1,"3","00000000","0",2.5,"1",NA,NA,"8PointAddress",NA,0,"2INFOGROU",0,-72.4263,43.0790000000001,TRUE
"4228","746167","565522372","5HONOLULU REALTY","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4427","25312100","365311",8,"2","00000000","0",5,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4301,43.1220000000001,TRUE
"4229","746169","865522524","1HARRY'S LIQUOR","WAIMANU ST","HONOLULU","H","IHawaii","9681","4423","54453100","459210",2,"2","00000000","0",2,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4455999999999,43.1351000000001,TRUE
"4230","746172","865522756","9RENEUX","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4424","36115110","672310",1,"2","00000000","0",1.3,"1",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4444,43.1341000000001,TRUE
"4233","746185","065523720","4BUTIK","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","34481400","156510",1,"2","00000000","0",2,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.465,43.1227000000001,TRUE
"4235","746198","065524811","0SUNNY HAWAII","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","09999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.3336999999999,43.1258,TRUE
"4236","746211","465525676","6HO'O NANI LANDSCAPING INC","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","65617300","907820",4,"2","00000000","0",2,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4282,43.1159000000001,TRUE
"4237","748394","365719079","9SALON BLANC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","38121110","172410",1,"2","00000000","0",9,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4447,43.1314,TRUE
"4238","750598","065913916","6STUSSY","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","34481100","656110",1,"3","00000000","0",7,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4172,43.0671000000001,TRUE
"4239","766377","367339108","21133 WAIMANU","WAIMANU ST","HONOLULU","H","IHawaii","9681","4424","75311100","265130",3,"3","00000000","0",7,"0",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4485,43.1312,TRUE
"4240","766387","367340615","3OZEKI HAWAII CORP","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4426","14239901","050990",1,"3","00000000","0",6,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4183,43.0904,TRUE
"4241","785013","068958950","5CHIK'S AUTO AIR & ALIGNMENT","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","88111110","475380",1,"2","00000000","0",2,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4492999999999,43.143,TRUE
"4243","785017","268959295","4PANDA EXPRESS","AUAHI ST","HONOLULU","H","IHawaii","9681","4415","37225111","758120",8,"2","245217902","1",1.2,"1",NA,"C","2PointAddress",NA,0,"2INFOGROU",0,-72.4508999999999,43.1346,TRUE
"4244","785017","768959313","5KAI VODKA LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","04239901","950990",5,"3","00000000","0",4,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4556999999999,43.1433,TRUE
"4245","785018","168959363","0WARD CENTRE GENKI SUSHI USA","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","07225111","758120",8,"3","00000000","0",3.5,"1",NA,"v","7PointAddress",NA,0,"2INFOGROU",0,-72.443,43.1187000000001,TRUE
"4246","785024","768959741","7MIX PLATE MEDIA","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","05418100","173110",1,"2","00000000","0",3,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.5098,43.0067000000001,TRUE
"4247","785029","968960208","44 FRONT BRANDING","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4424","35418100","173110",1,"2","00000000","0",6,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4447,43.1354000000001,TRUE
"4248","785034","368960502","0INVESTMENT PROPERTIES CORP","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","65312100","365311",8,"2","00000000","0",3,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4392999999999,43.0863,TRUE
"4249","785040","268960868","5DAHN YOGA","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4424","36116991","479994",9,"2","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4472,43.1305000000001,TRUE
"4250","795691","969699301","3MISFORTUNE WARD INC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","54481400","156510",1,"2","00000000","0",4,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4267,43.1109000000001,TRUE
"4251","795748","269702529","4HI SS AMERICA INC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4425","74431420","757311",7,"2","00000000","0",1,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4444,43.0959000000001,TRUE
"4253","802593","370013878","0GINZA RELAXATION","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","78121121","072311",9,"2","00000000","0",6,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4747999999999,43.0648,TRUE
"4254","804009","370027556","0WHYLAND EURO MOTOR LLC","KONA ST","HONOLULU","H","IHawaii","9681","4342","18111110","475380",1,"2","00000000","0",2,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4474999999999,43.1317000000001,TRUE
"4255","807341","970059741","5ALEX'S AQUATIC ADVENTURES","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4490","16116200","779992",4,"2","00000000","0",4,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4548999999999,43.1017000000001,TRUE
"4257","810652","770256992","8COLDWELL BANKER RES-WJ","WAIMANU ST","HONOLULU","H","IHawaii","9681","4","5312100","365311",8,"3","241614800","6",2,"13",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4440999999999,43.1339000000001,TRUE
"4258","813819","870491612","2LITTLE SHEEP HONOLULU","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","57225111","758120",8,"2","00000000","0",8,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4637999999999,43.0255000000001,TRUE
"4259","816901","370521647","7MIEMIKO","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4520","74481400","156510",1,"2","00000000","0",3,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.5037,43.0695000000001,TRUE
"4262","823171","670584658","7U H H-ZONE","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","04481902","656991",3,"3","00000000","0",5,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4447,43.1357,TRUE
"4263","823825","970590997","3SCRATCH KITCHEN & BAKE SHOP","AUAHI ST","HONOLULU","H","IHawaii","9681","4494","77225111","758120",8,"2","00000000","0",6,"0",NA,"A","3PointAddress",NA,0,"2INFOGROU",0,-72.4521,43.1220000000001,TRUE
"4264","828690","370629088","4MIDLINE FITNESS","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4420","57139401","379910",6,"1","00000000","0",1,"0",NA,NA,"3StreetAddres","s",0,"2INFOGROU",0,-72.4392999999999,43.0863,TRUE
"4265","828728","770629191","2PARK LANE","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","34523190","653990",1,"2","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4394,43.0265000000001,TRUE
"4266","828826","470629717","4MCYIA INTERIOR ARCHITECTURE","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","05413100","187120",2,"2","00000000","0",4,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4392999999999,43.0863,TRUE
"4267","829730","170637975","6DYNAMIC MOTOR SPORT","WARD AVE","HONOLULU","H","IHawaii","9681","4331","57112120","379480",1,"2","00000000","0",5,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4442999999999,43.0965,TRUE
"4269","831538","670654151","8KAPIOLANI AUTO","QUEEN ST","HONOLULU","H","IHawaii","9681","4415","24231200","650130",9,"3","00000000","0",6,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4473999999999,43.1270000000001,TRUE
"4272","836551","770683925","4KONGO HAWAII LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4427","25312100","565310",8,"2","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4516,43.1378000000001,TRUE
"4280","860451","870874291","9ELECTRIC CHARGING STATION","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4427","14471901","055411",2,"0","00000000","0",0,"0J",NA,"P","PointAddress",NA,0,"2INFOGROU",0,-72.4279,43.1113000000001,TRUE
"4281","875347","771103578","4COMMERCIAL BIOTECH COML BTCH","AUAHI ST","HONOLULU","H","IHawaii","9681","4413","49999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4266,43.1087000000001,TRUE
"4282","875378","671103758","2PERMANENT ELEGANCE","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4342","28121120","272310",6,"2","00000000","0",2,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4263,43.0790000000001,TRUE
"4283","875384","671103788","4HELP ONE FUTURE","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","39999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4168,43.067,TRUE
"4284","875416","171103974","9JAZZIES INTERNATIONAL","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","89999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4260999999999,43.0799000000001,TRUE
"4288","890108","971204263","1WARD VILLAGE SHOPS","WARD AVE","HONOLULU","H","IHawaii","9681","4410","75312100","565310",8,"3","00000000","0",6,"1",NA,NA,"8PointAddress",NA,0,"2INFOGROU",0,-72.4766999999999,42.998,TRUE
"4289","893185","971231688","4ALTRES INDUSTRIAL","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","45416120","787420",3,"6","00000000","0",1,"4",NA,NA,"8PointAddress",NA,0,"2INFOGROU",0,-72.4441999999999,43.1342000000001,TRUE
"4290","893250","371232080","3SHON'S AUTO BODY REPAIR-PAINT","KONA ST","HONOLULU","H","IHawaii","9681","4342","48111210","275320",1,"2","00000000","0",4,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4476999999999,43.1305000000001,TRUE
